half_life,amplitude,period
4.167337717206343,2316.7737078478135,61.00173908243846
3.64259178318994,2092.543274856177,55.1762675285006
4.545640754173409,2462.124127162372,64.80602910700293
2.914393047760035,1734.329280916837,47.39209684649529
4.728469646999191,2527.721789418113,66.92072193359405
3.665116633891764,2103.14870171672,55.70614623050932
3.897045039012874,2204.4869206447715,57.93812923288556
3.645442469643546,2094.3846085989226,55.30650948221921
4.069003180744085,2276.654650388536,59.863194552291475
3.790114998076011,2158.7917411149992,56.83207083072807
5.233329391772408,2697.423615622981,72.24036028886883
3.696705045075385,2117.4473573705804,55.811104217913396
4.5132904808220555,2449.9704695265727,64.65237513291811
3.3841968812181036,1972.6484627339128,52.43745658695707
4.016561337349228,2254.8737320575096,59.38951218027273
3.52130378252955,2037.4346441005468,53.71527286730554
5.19624000807706,2685.8921130422273,71.84599185263932
3.847917087150372,2183.7382753277684,57.51451205942885
3.4932387003112466,2024.3820558577488,53.54673300811419
3.867413371237414,2192.316672099522,57.61165414636912
5.200086798922015,2686.927722935848,71.9482113134901
3.802299286032892,2163.8592727198625,56.9560256589898
3.3155527294162384,1939.1547640145052,51.7743035906974
3.087167614963283,1824.913826629451,49.30480169979802
3.3394248775433155,1950.601479262997,51.91575971296459
4.667313081649245,2506.4919796367385,66.29513701915403
3.543766218015672,2047.928686796784,54.38815714303075
3.373737219953062,1967.6453562470726,52.351878746609486
4.2687961615107275,2356.994490731432,61.99995660214199
3.1276973305587132,1845.622175021155,49.640674004760854
4.175136274937686,2319.478716176974,61.08319089024576
5.504045916642188,2781.3981062287435,75.43887880401627
5.031823493845735,2632.311181317433,70.39465988392101
4.864344401718277,2575.733685489175,68.39408339166096
3.4760299943618835,2016.211004087698,53.5662753147339
5.053689585724536,2639.4525262669586,70.44286630043507
4.265736372826635,2355.4022051362986,62.157602167576385
4.54350034415653,2461.474330792485,65.03768133612459
4.6428499503049805,2497.3053417114966,66.36207128698629
3.456415926431795,2006.9670397344166,53.31150663024664
4.1166202421323534,2296.229013491634,60.37838819932904
4.278488541185615,2360.8276221216797,62.29351990410828
3.9676333882223194,2234.766620758055,58.89272543037083
4.22324193815172,2338.9119890805996,61.50912500737934
4.127459649581848,2300.5528464091267,60.38291334948093
3.9271746274809125,2217.6993365884055,58.24824321249133
4.6374637466786535,2495.7401738167873,65.82660308920936
4.556868461919469,2466.0796481162374,65.23009634809733
3.213367774999699,1888.9558348994908,50.81931100105362
4.333730104183427,2382.2718906417012,62.84088578368778
3.5072746888325312,2030.9165133375684,53.864508767311406
3.2136542846965224,1889.1287220532188,50.55716222570385
