A,R,S,τ
2100.0,1400.0,78.05213241083881,88.02673819859122
2100.0,1450.0,83.87400745762461,87.48554105318968
2100.0,1500.0,89.90003007086283,87.00464615012025
2100.0,1550.0,96.13021141698967,86.55705195440999
2100.0,1600.0,102.56456073267304,86.16208971113568
2100.0,1650.0,109.20308566241579,85.79680405437762
2100.0,1700.0,116.0457927272264,85.46494743315635
2100.0,1750.0,123.09268713216146,85.15843655824499
2100.0,1800.0,130.34377336683667,84.87977230849634
2100.0,1850.0,137.79905513809715,84.62804617785443
2100.0,1900.0,145.45853552477917,84.39715060073043
2100.0,1950.0,153.32221708132607,84.17752657890958
2100.0,2000.0,161.39010189486675,83.98277665489564
2100.0,2050.0,169.6621916907079,83.79851183186263
2100.0,2100.0,178.13848782765115,83.6333662412202
2100.0,2150.0,186.8189913937857,83.47368853788713
2100.0,2200.0,195.70370322168725,83.32679679236877
2100.0,2250.0,204.7926239009059,83.19786663350574
2100.0,2300.0,214.0857538903372,83.07651435886153
2100.0,2350.0,223.5830933379392,82.96651344675031
2100.0,2400.0,233.28464240940474,82.85728227481746
2100.0,2450.0,243.1904010322473,82.76491922111026
2100.0,2500.0,253.30036902184023,82.67120268009111
2100.0,2550.0,263.61454609179304,82.58840179136898
2100.0,2600.0,274.132931855421,82.513580563412
2100.0,2650.0,284.85552583725797,82.44221894060777
2100.0,2700.0,295.78232746249046,82.37961663635996
2100.0,2750.0,306.9133361020091,82.32005811372922
2100.0,2800.0,318.24855104900104,82.26689319565465
2100.0,2850.0,329.7879715316162,82.21536543086204
2100.0,2900.0,341.53159658833306,82.16861444867519
2100.0,2950.0,353.479425614721,82.12475677171913
2100.0,3000.0,365.63145739387596,82.08740449064264
2100.0,3050.0,377.98769118091104,82.05072990081466
2100.0,3100.0,390.5481254895261,82.02444227471308
2100.0,3150.0,403.3127596535624,81.99056095991232
2100.0,3200.0,416.28159240654094,81.96479909295758
2100.0,3250.0,429.45462255020357,81.94619706462576
2100.0,3300.0,442.8318489193752,81.91967683561053
2100.0,3350.0,456.41327023625206,81.90233363087138
2100.0,3400.0,470.19888523754895,81.88956469384084
2100.0,3450.0,484.18869259984257,81.87450517655947
2100.0,3500.0,498.3826910047179,81.86107345322928
2100.0,3550.0,512.780878915239,81.85185413865348
2100.0,3600.0,527.3832550880753,81.84399546419785
2100.0,3650.0,542.1898179407418,81.84022655841895
2100.0,3700.0,557.2005662714159,81.83028025039538
2100.0,3750.0,572.4154983072654,81.82925988867059
2100.0,3800.0,587.8346125792376,81.82646896165424
2100.0,3850.0,603.4579075510172,81.82351792831277
2100.0,3900.0,619.285381633128,81.8296228671471
2100.0,3950.0,635.3170331977703,81.82527075279361
2100.0,4000.0,651.552860677947,81.83153674677578
2100.0,4050.0,667.9928622187125,81.83584279194939
2100.0,4100.0,684.6370364341988,81.84357143257468
2100.0,4150.0,701.4853813707026,81.85006785352765
2100.0,4200.0,718.5378952768044,81.85217597017187
2100.0,4250.0,735.7945765860276,81.86193843414684
2100.0,4300.0,753.2554233448886,81.8689568703094
2100.0,4350.0,770.9204339060909,81.88295029103071
2100.0,4400.0,788.7896061698008,81.89397656840936
2100.0,4450.0,806.8629382473405,81.90383269769593
2100.0,4500.0,825.1404286354443,81.91625313173076
2100.0,4550.0,843.6220751677268,81.9293246986572
2100.0,4600.0,862.3078759577675,81.93943146332055
2100.0,4650.0,881.1978290445337,81.95679707443234
2100.0,4700.0,900.2919324302544,81.97103881247584
2100.0,4750.0,919.5901842149755,81.98812037292637
2100.0,4800.0,939.0925823353199,81.99916402677493
2100.0,4850.0,958.7991245842732,82.0159275142994
2100.0,4900.0,978.7098089487835,82.03602435012651
2100.0,4950.0,998.8246337459383,82.05524612374117
2100.0,5000.0,1019.1435962241047,82.06828284633897
2100.0,5050.0,1039.66669461964,82.08724118140957
2100.0,5100.0,1060.39392678678,82.10373622863844
2100.0,5150.0,1081.3252904376343,82.12431131937153
2100.0,5200.0,1102.4607833995542,82.14328910916134
2100.0,5250.0,1123.8004034600713,82.16412154483882
2100.0,5300.0,1145.3441483739607,82.18339919795724
2100.0,5350.0,1167.0920158703743,82.20379915671961
2100.0,5400.0,1189.0440036719676,82.22632895653847
2100.0,5450.0,1211.2001094183422,82.24157378830644
2100.0,5500.0,1233.5603308835925,82.26621298392271
2100.0,5550.0,1256.124665672221,82.28971927700448
2100.0,5600.0,1278.8931112775576,82.30996976997025
2100.0,5650.0,1301.8656654900044,82.3284280330489
2100.0,5700.0,1325.0423258138928,82.35355024268026
2100.0,5750.0,1348.4230897722005,82.37379232329877
2100.0,5800.0,1372.0079549543823,82.39951340133807
2100.0,5850.0,1395.7969189497323,82.4190312532233
2100.0,5900.0,1419.789978655574,82.44072905979947
2100.0,5950.0,1443.987133001756,82.46921957347898
2100.0,6000.0,1468.38837802013,82.4898616793256
2150.0,1000.0,38.96276999131013,95.34293418838587
2150.0,1050.0,43.166552301719584,93.93520534443762
2150.0,1100.0,47.574917945491805,92.71055903433579
2150.0,1150.0,52.1879305708886,91.64144789418891
2150.0,1200.0,57.00563972228504,90.69798397706838
2150.0,1250.0,62.02808435615514,89.86310441351522
2150.0,1300.0,67.2552955736067,89.11967511307024
2150.0,1350.0,72.68729821833674,88.45373203805379
2150.0,1400.0,78.32411249321315,87.86071722706396
2150.0,1450.0,84.1657548054357,87.32729561987217
2150.0,1500.0,90.21223868171278,86.84402733477013
2150.0,1550.0,96.46357518268762,86.40246270613856
2150.0,1600.0,102.91977361701748,86.00543611358093
2150.0,1650.0,109.58084150292967,85.64256712074283
2150.0,1700.0,116.44678526721408,85.31043770276007
2150.0,1750.0,123.51761021356167,85.00956924560155
2150.0,1800.0,130.7933207512019,84.73486833028116
2150.0,1850.0,138.27392056907973,84.47678806938022
2150.0,1900.0,145.95941273902582,84.24560837292668
2150.0,1950.0,153.84979977890262,84.0304893565792
2150.0,2000.0,161.94508369031377,83.83114168544391
2150.0,2050.0,170.24526642065348,83.6500307239394
2150.0,2100.0,178.75034907548348,83.48173555502534
2150.0,2150.0,187.4603327789444,83.33002245259138
2150.0,2200.0,196.37521839759717,83.18418062799739
2150.0,2250.0,205.49500648994916,83.05414916065068
2150.0,2300.0,214.8196974747436,82.93075721579662
2150.0,2350.0,224.3492915732193,82.82112742818606
2150.0,2400.0,234.08378885115312,82.71816126803252
2150.0,2450.0,244.0231892484979,82.61849318098876
2150.0,2500.0,254.16749256505008,82.52998884411745
2150.0,2550.0,264.51669852187325,82.45120226211691
2150.0,2600.0,275.0708068190458,82.3761834140397
2150.0,2650.0,285.82981672195234,82.30626093839501
2150.0,2700.0,296.7937278606958,82.24119523031493
2150.0,2750.0,307.9625395220958,82.18538656312055
2150.0,2800.0,319.3362509631049,82.13083474793923
2150.0,2850.0,330.91486148199743,82.08168860469029
2150.0,2900.0,342.6983701157203,82.03057006096452
2150.0,2950.0,354.6867760352086,81.99163749469406
2150.0,3000.0,366.8800782661938,81.95257392638376
2150.0,3050.0,379.2782757784188,81.91642679138727
2150.0,3100.0,391.88136755653755,81.88900953791948
2150.0,3150.0,404.6893525117763,81.85642834745933
2150.0,3200.0,417.7022294449622,81.831358915782
2150.0,3250.0,430.9199971639548,81.81004669602278
2150.0,3300.0,444.34265458115107,81.78508641720543
2150.0,3350.0,457.9702003076709,81.7713746964662
2150.0,3400.0,471.8026330730617,81.75176450362811
2150.0,3450.0,485.83995156704646,81.73781914058333
2150.0,3500.0,500.082154430949,81.72693484338163
2150.0,3550.0,514.5292402615329,81.72126788179727
2150.0,3600.0,529.1812076395502,81.71114604809229
2150.0,3650.0,544.038055124319,81.70790306548523
2150.0,3700.0,559.099781170271,81.69839325958922
2150.0,3750.0,574.3663843351216,81.70017282411517
2150.0,3800.0,589.8378630172272,81.69465210846235
2150.0,3850.0,605.5142157332812,81.69362742208305
2150.0,3900.0,621.3954408476837,81.69823821543237
2150.0,3950.0,637.4815366294015,81.69633546110697
2150.0,4000.0,653.7725015479984,81.7006190150907
2150.0,4050.0,670.2683339114168,81.70580228959432
2150.0,4100.0,686.9690319803105,81.71037543987495
2150.0,4150.0,703.8745940528167,81.71341292928956
2150.0,4200.0,720.9850183733483,81.72309649325271
2150.0,4250.0,738.3003031512146,81.73348388773539
2150.0,4300.0,755.8204465939086,81.74437630232768
2150.0,4350.0,773.5454468691373,81.74801291482264
2150.0,4400.0,791.4753016759435,81.7601625438908
2150.0,4450.0,809.6100105245031,81.7730808685529
2150.0,4500.0,827.9495700386858,81.78264603278906
2150.0,4550.0,846.4939790000233,81.7962430761954
2150.0,4600.0,865.2432352386038,81.81008001145564
2150.0,4650.0,884.1973368488635,81.82512479538963
2150.0,4700.0,903.3562819200904,81.84071690844127
2150.0,4750.0,922.7200682389442,81.85373259574644
2150.0,4800.0,942.2886939497865,81.87032400201532
2150.0,4850.0,962.062156948134,81.88490850957075
2150.0,4900.0,982.0404548180275,81.90221625160038
2150.0,4950.0,1002.2235864073001,81.9196441306447
2150.0,5000.0,1022.6115486813295,81.93876180465712
2150.0,5050.0,1043.2043397702237,81.95696301278956
2150.0,5100.0,1064.0019574500482,81.97567291230774
2150.0,5150.0,1085.004399606399,81.9935479842334
2150.0,5200.0,1106.2116640262939,82.01635031820987
2150.0,5250.0,1127.623748419693,82.03005875723844
2150.0,5300.0,1149.2406505607023,82.05137962280693
2150.0,5350.0,1171.0623681540756,82.07120113486432
2150.0,5400.0,1193.0888987074661,82.09359749610603
2150.0,5450.0,1215.3202404679216,82.11397035355643
2150.0,5500.0,1237.7563905265056,82.13250513869511
2150.0,5550.0,1260.3973466931996,82.15615613708847
2150.0,5600.0,1283.2431065676858,82.1774286580323
2150.0,5650.0,1306.2936677376715,82.20053381118889
2150.0,5700.0,1329.5490278190173,82.22393705963033
2150.0,5750.0,1353.0091843231976,82.24489263613873
2150.0,5800.0,1376.674134750475,82.26639348396496
2150.0,5850.0,1400.5438763909385,82.2877655471485
2150.0,5900.0,1424.6184074066457,82.31131995790162
2150.0,5950.0,1448.8977245752772,82.33620671325755
2150.0,6000.0,1473.3818255773283,82.362124230475
2200.0,1000.0,39.09595535467932,95.15115365206812
2200.0,1050.0,43.31337111327316,93.74239084211537
2200.0,1100.0,47.73603698460554,92.52951991174665
2200.0,1150.0,52.36401637434971,91.4637596715252
2200.0,1200.0,57.197358599899474,90.52524901738487
2200.0,1250.0,62.23610247487935,89.69078692518146
2200.0,1300.0,67.48027898253272,88.95441377120629
2200.0,1350.0,72.92991285865968,88.29921102690591
2200.0,1400.0,78.58502421067483,87.70029942000959
2200.0,1450.0,84.44562941097243,87.16896915214492
2200.0,1500.0,90.51174191963057,86.6881258882667
2200.0,1550.0,96.78337272626264,86.25391145823507
2200.0,1600.0,103.26053107105479,85.85142607645429
2200.0,1650.0,109.94322453535906,85.48958528072477
2200.0,1700.0,116.83145945515692,85.16455193822266
2200.0,1750.0,123.92524101404322,84.86038338097526
2200.0,1800.0,131.2245739001021,84.58905516581017
2200.0,1850.0,138.72946146105377,84.33672095836786
2200.0,1900.0,146.43990687153985,84.10384654258212
2200.0,1950.0,154.35591264322483,83.89144898724882
2200.0,2000.0,162.4774808130863,83.68976357514418
2200.0,2050.0,170.80461307937532,83.51223621556974
2200.0,2100.0,179.33731079151218,83.34460585913565
2200.0,2150.0,188.07557500963557,83.19330138569298
2200.0,2200.0,197.0194061470258,83.05024926948695
2200.0,2250.0,206.1688058616587,82.92211063384251
2200.0,2300.0,215.52377345164354,82.79548713684657
2200.0,2350.0,225.08430963435902,82.68482385426248
2200.0,2400.0,234.85041430612225,82.5835080138074
2200.0,2450.0,244.82208745165423,82.48764738345778
2200.0,2500.0,254.99932890242212,82.39665231164686
2200.0,2550.0,265.3821382495693,82.31654054128401
2200.0,2600.0,275.97051519348497,82.24390719409011
2200.0,2650.0,286.76445920605386,82.17179696085087
2200.0,2700.0,297.763969687904,82.1073074882742
2200.0,2750.0,308.96904598313216,82.05142329457168
2200.0,2800.0,320.37968736702857,81.99750872373437
2200.0,2850.0,331.99589303577716,81.9481273357714
2200.0,2900.0,343.8176621345354,81.9016225242579
2200.0,2950.0,355.844993819972,81.85841827830136
2200.0,3000.0,368.0778869347388,81.82282410648646
2200.0,3050.0,380.51634065492976,81.79138645805354
2200.0,3100.0,393.1603539276738,81.7571117084754
2200.0,3150.0,406.0099254066224,81.72785889906675
2200.0,3200.0,419.06505415199535,81.70339215240284
2200.0,3250.0,432.32573893335194,81.67772437202636
2200.0,3300.0,445.7919784916352,81.66366072208564
2200.0,3350.0,459.4637715664857,81.64406955790861
2200.0,3400.0,473.341116881643,81.62769952975219
2200.0,3450.0,487.4240131173779,81.61115592385606
2200.0,3500.0,501.71245871352284,81.60199504535493
2200.0,3550.0,516.2064525468209,81.5899800914087
2200.0,3600.0,530.9059930088525,81.58450158892808
2200.0,3650.0,545.8110786653315,81.57953574300872
2200.0,3700.0,560.9217080082065,81.57219514241997
2200.0,3750.0,576.2378797119707,81.57017877403028
2200.0,3800.0,591.7595917397447,81.56572400725535
2200.0,3850.0,607.4868429552225,81.56678473233609
2200.0,3900.0,623.4196315680787,81.5660909403613
2200.0,3950.0,639.5579560112822,81.57410452727773
2200.0,4000.0,655.9018146300465,81.57268151437302
2200.0,4050.0,672.451205659136,81.57750588776997
2200.0,4100.0,689.20612741886,81.58064040455774
2200.0,4150.0,706.1665781137007,81.59229305866302
2200.0,4200.0,723.3325561632373,81.596875360592
2200.0,4250.0,740.7040595843956,81.60338506636977
2200.0,4300.0,758.2810866652372,81.61579531632708
2200.0,4350.0,776.0636354922736,81.6239764163091
2200.0,4400.0,794.0517041807133,81.63714303005558
2200.0,4450.0,812.2452909935123,81.6470881707481
2200.0,4500.0,830.6443938879131,81.66038849403637
2200.0,4550.0,849.2490110536814,81.67203937493981
2200.0,4600.0,868.0591403570805,81.68330656051917
2200.0,4650.0,887.0747798961173,81.69958880991643
2200.0,4700.0,906.2959277650898,81.71665855470911
2200.0,4750.0,925.7225818183894,81.72642620686676
2200.0,4800.0,945.3547400303506,81.74702687955825
2200.0,4850.0,965.1924003642059,81.75903533928654
2200.0,4900.0,985.2355606204795,81.7793563407662
2200.0,4950.0,1005.484218888614,81.79455948442019
2200.0,5000.0,1025.938372856425,81.81370391325615
2200.0,5050.0,1046.5980199468804,81.8329127698346
2200.0,5100.0,1067.4631592411272,81.84992658720962
2200.0,5150.0,1088.5337872980408,81.86827887586935
2200.0,5200.0,1109.8099024255387,81.8905551617439
2200.0,5250.0,1131.291502179241,81.90932314589575
2200.0,5300.0,1152.9785842942335,81.92836272628963
2200.0,5350.0,1174.8711466426448,81.94690565907942
2200.0,5400.0,1196.9691867595327,81.96834689949725
2200.0,5450.0,1219.272702346188,81.98735255754836
2200.0,5500.0,1241.7816910526576,82.00887941394512
2200.0,5550.0,1264.4961504836965,82.02882576458809
2200.0,5600.0,1287.4160781994112,82.05153329226145
2200.0,5650.0,1310.5414718464037,82.07342737905185
2200.0,5700.0,1333.872328889121,82.09928253588974
2200.0,5750.0,1357.4086469118392,82.11869970766283
2200.0,5800.0,1381.1504234159747,82.14389316250536
2200.0,5850.0,1405.097655867354,82.16149715625157
2200.0,5900.0,1429.2503425066132,82.18483076402836
2200.0,5950.0,1453.6084784927932,82.2104582108779
2200.0,6000.0,1478.1720635308006,82.2351941029008
2250.0,1000.0,39.22382782887247,94.96590498729103
2250.0,1050.0,43.454333322810676,93.56703156665533
2250.0,1100.0,47.89072909665804,92.35720736900156
2250.0,1150.0,52.533078300065725,91.29962723376356
2250.0,1200.0,57.38143009819213,90.36024639616728
2250.0,1250.0,62.43582315634948,89.53383272828988
2250.0,1300.0,67.69628825984246,88.79871455757508
2250.0,1350.0,73.16285013611305,88.14072581443847
2250.0,1400.0,78.8355287810476,87.54752123832414
2250.0,1450.0,84.71434051467158,87.0156563412687
2250.0,1500.0,90.79929870924921,86.54055577277595
2250.0,1550.0,97.09041438886393,86.1016447209292
2250.0,1600.0,103.58769667613906,85.71415057390679
2250.0,1650.0,110.29115314515487,85.34899450174917
2250.0,1700.0,117.20079013597241,85.02305538682256
2250.0,1750.0,124.31661280221704,84.7233039960249
2250.0,1800.0,131.63862562589972,84.44914084232718
2250.0,1850.0,139.16683220500624,84.20115235527673
2250.0,1900.0,146.90123556331997,83.96649834712896
2250.0,1950.0,154.84183821786993,83.75227495072188
2250.0,2000.0,162.98864219096413,83.55828383370171
2250.0,2050.0,171.34164916204426,83.38253882857197
2250.0,2100.0,179.90086047079737,83.21059681434619
2250.0,2150.0,188.66627712821403,83.0645685219642
2250.0,2200.0,197.6378999559772,82.91784386269667
2250.0,2250.0,206.8157295140526,82.78516346005964
2250.0,2300.0,216.19976618983853,82.66536402022925
2250.0,2350.0,225.79001017527438,82.55720811753596
2250.0,2400.0,235.58646151777515,82.45198801451822
2250.0,2450.0,245.58912015713818,82.3557511792793
2250.0,2500.0,255.7979858727073,82.27102949704143
2250.0,2550.0,266.2130583421431,82.18983731442452
2250.0,2600.0,276.8343371527066,82.11584569856804
2250.0,2650.0,287.6618217930789,82.04517428080051
2250.0,2700.0,298.6955116736365,81.98668594422675
2250.0,2750.0,309.93540612106244,81.92549356348478
2250.0,2800.0,321.38150443919636,81.86835005597928
2250.0,2850.0,333.03380571548263,81.82084860934539
2250.0,2900.0,344.89230918396277,81.77789052317235
2250.0,2950.0,356.95701388094614,81.73530576646577
2250.0,3000.0,369.22791885150133,81.69899487058778
2250.0,3050.0,381.7050230566769,81.66528806177183
2250.0,3100.0,394.38832531690207,81.63284274604733
2250.0,3150.0,407.2778247997033,81.60616698957598
2250.0,3200.0,420.37352010814317,81.58031449644574
2250.0,3250.0,433.67541004361226,81.55859531751933
2250.0,3300.0,447.1834934592371,81.53551313177132
2250.0,3350.0,460.8977690100695,81.52088111792101
2250.0,3400.0,474.81823545304616,81.50033899531958
2250.0,3450.0,488.9448913269677,81.49041750807952
2250.0,3500.0,503.27773536634436,81.47523617952862
2250.0,3550.0,517.816766085683,81.46710232310119
2250.0,3600.0,532.5619820779577,81.46181119671284
2250.0,3650.0,547.5133819135838,81.45374645444967
2250.0,3700.0,562.6709638889154,81.44994630327876
2250.0,3750.0,578.0347266741923,81.44676105886028
2250.0,3800.0,593.6046686122089,81.44280724568202
2250.0,3850.0,609.3807881669599,81.44552606900385
2250.0,3900.0,625.3630836657137,81.44917162558785
2250.0,3950.0,641.5515534781993,81.44916963300034
2250.0,4000.0,657.9461959113388,81.45507690046372
2250.0,4050.0,674.5470093338625,81.45721496563684
2250.0,4100.0,691.3539919466199,81.46231536251369
2250.0,4150.0,708.3671420259788,81.46951379292179
2250.0,4200.0,725.5864577924171,81.47561574852942
2250.0,4250.0,743.0119374409477,81.48242198774376
2250.0,4300.0,760.6435791558068,81.49540558269321
2250.0,4350.0,778.4813810757306,81.50214186051078
2250.0,4400.0,796.5253413446685,81.51409492259914
2250.0,4450.0,814.7754579095581,81.52449345354545
2250.0,4500.0,833.2317289702561,81.53998191670586
2250.0,4550.0,851.8941529798342,81.54967550818958
2250.0,4600.0,870.762727347496,81.56516515094069
2250.0,4650.0,889.8374503118677,81.57655474870751
2250.0,4700.0,909.1183198640422,81.59665886106998
2250.0,4750.0,928.60533274517,81.60831922160746
2250.0,4800.0,948.2984905022092,81.62424312762343
2250.0,4850.0,968.1977874105887,81.64286964684528
2250.0,4900.0,988.3032227359688,81.65598402505576
2250.0,4950.0,1008.6147941254724,81.6767875360383
2250.0,5000.0,1029.1324995389807,81.69153421490259
2250.0,5050.0,1049.8563367692027,81.71093321265637
2250.0,5100.0,1070.786303613829,81.7313744467898
2250.0,5150.0,1091.9223979169763,81.74607125056957
2250.0,5200.0,1113.264617250814,81.76731099525212
2250.0,5250.0,1134.812959557953,81.79051148438809
2250.0,5300.0,1156.5674223955739,81.8081777573696
2250.0,5350.0,1178.5280036409772,81.8258954558358
2250.0,5400.0,1200.694700772303,81.84832374347744
2250.0,5450.0,1223.0675114850535,81.86799770790468
2250.0,5500.0,1245.6464336183676,81.89258123487642
2250.0,5550.0,1268.4314642522988,81.90873585593025
2250.0,5600.0,1291.422601541432,81.9327631334106
2250.0,5650.0,1314.619842539895,81.9572967116744
2250.0,5700.0,1338.0231852007112,81.97349725667141
2250.0,5750.0,1361.6326267166114,82.00030289101593
2250.0,5800.0,1385.4481649854467,82.01945792148035
2250.0,5850.0,1409.4697971345186,82.04216675244747
2250.0,5900.0,1433.69752059517,82.06653371078572
2250.0,5950.0,1458.1313328868093,82.08667496733936
2250.0,6000.0,1482.771231766472,82.11135532411663
2300.0,1000.0,39.34669870010265,94.790998090861
2300.0,1050.0,43.58978202994613,93.39927943232887
2300.0,1100.0,48.03937077148238,92.19048847592553
2300.0,1150.0,52.69552784444594,91.13105912925981
2300.0,1200.0,57.558302204657544,90.20549451835583
2300.0,1250.0,62.627732403624535,89.3770266638345
2300.0,1300.0,67.90384910511763,88.64691281539486
2300.0,1350.0,73.38667691741222,87.99236088124658
2300.0,1400.0,79.076235856432,87.40163330305077
2300.0,1450.0,84.9725420680133,86.8777635014455
2300.0,1500.0,91.07560893214941,86.39897889442884
2300.0,1550.0,97.38544740581585,85.96560468188245
2300.0,1600.0,103.90206660774558,85.57023123582668
2300.0,1650.0,110.62547405108128,85.2128301641416
2300.0,1700.0,117.55567601597268,84.88695889248669
2300.0,1750.0,124.69267775231205,84.59207388029671
2300.0,1800.0,132.03648360805593,84.31407635185192
2300.0,1850.0,139.5870971672553,84.06674188920411
2300.0,1900.0,147.3445214991492,83.83792005807442
2300.0,1950.0,155.30875902720888,83.62254789439523
2300.0,2000.0,163.47981185490542,83.43039956003011
2300.0,2050.0,171.85768155728147,83.24813677548408
2300.0,2100.0,180.44236950053204,83.09011242781311
2300.0,2150.0,189.2338766996106,82.9354735126885
2300.0,2200.0,198.23220393483018,82.79077455655641
2300.0,2250.0,207.4373517717805,82.6635965317446
2300.0,2300.0,216.8493205613675,82.54451087491913
2300.0,2350.0,226.46811053662728,82.43150792528381
2300.0,2400.0,236.2937216960255,82.33011278508143
2300.0,2450.0,246.3261539966971,82.23518713792714
2300.0,2500.0,256.565407138915,82.14786286577181
2300.0,2550.0,267.0114808748682,82.06608282226688
2300.0,2600.0,277.66437474282566,81.99191600553387
2300.0,2650.0,288.5240881684775,81.92301808366152
2300.0,2700.0,299.59062075799625,81.86355942026238
2300.0,2750.0,310.8639716109265,81.8021878244749
2300.0,2800.0,322.34414006352165,81.75244795534769
2300.0,2850.0,334.03112532385836,81.70391411065424
2300.0,2900.0,345.9249263978077,81.65408408190196
2300.0,2950.0,358.0255425236433,81.61409705892234
2300.0,3000.0,370.3329726145896,81.57989925519094
2300.0,3050.0,382.84721568134313,81.54416977161708
2300.0,3100.0,395.568270569731,81.51155896994464
2300.0,3150.0,408.4961362154439,81.48297573203442
2300.0,3200.0,421.6308114432117,81.46334498844467
2300.0,3250.0,434.97229496232274,81.43815910960886
2300.0,3300.0,448.52058574021765,81.41772896979096
2300.0,3350.0,462.27568226111566,81.40407179847071
2300.0,3400.0,476.23758328706793,81.38853997477167
2300.0,3450.0,490.4062874494626,81.37065651600808
2300.0,3500.0,504.7817933045455,81.36110760353822
2300.0,3550.0,519.3640996271323,81.35404357014728
2300.0,3600.0,534.1532047404056,81.34173646586012
2300.0,3650.0,549.1491072151113,81.34152888382799
2300.0,3700.0,564.3518055893459,81.33078026160048
2300.0,3750.0,579.7612982954905,81.33105781572824
2300.0,3800.0,595.3775837372698,81.33130425895486
2300.0,3850.0,611.2006603684503,81.33039059626228
2300.0,3900.0,627.2305264270484,81.32767687265432
2300.0,3950.0,643.4671803923303,81.33294977862391
2300.0,4000.0,659.9106205723012,81.33877411492351
2300.0,4050.0,676.5608450661643,81.34342916025189
2300.0,4100.0,693.4178524339509,81.34388653073856
2300.0,4150.0,710.4816407062237,81.35477283075542
2300.0,4200.0,727.7522081315423,81.35754553166497
2300.0,4250.0,745.2295530605668,81.36720913124219
2300.0,4300.0,762.9136732746668,81.37571299789488
2300.0,4350.0,780.8045673542531,81.3892978557697
2300.0,4400.0,798.902233107502,81.39881222795479
2300.0,4450.0,817.2066688186004,81.40795650175886
2300.0,4500.0,835.7178723752045,81.42457166468235
2300.0,4550.0,854.4358420551434,81.43631867409404
2300.0,4600.0,873.3605754626084,81.44824380200468
2300.0,4650.0,892.4920710122896,81.46032933820318
2300.0,4700.0,911.8303264765027,81.4777423361611
2300.0,4750.0,931.3753398516893,81.49077211502177
2300.0,4800.0,951.1271090646642,81.50908990415711
2300.0,4850.0,971.0856319984638,81.52499737782796
2300.0,4900.0,991.2509064693681,81.54004275267992
2300.0,4950.0,1011.6229305746671,81.56054175006716
2300.0,5000.0,1032.201701811259,81.57526857709782
2300.0,5050.0,1052.9872181882151,81.59346487512195
2300.0,5100.0,1073.9794774865773,81.61323217037322
2300.0,5150.0,1095.1784774690107,81.63188350918738
2300.0,5200.0,1116.58421576897,81.65134054934377
2300.0,5250.0,1138.1966901901533,81.67148843614245
2300.0,5300.0,1160.0158984485881,81.69073503082562
2300.0,5350.0,1182.0418382048215,81.71294829007164
2300.0,5400.0,1204.2745070847182,81.73272864896657
2300.0,5450.0,1226.7139027480644,81.7545809418779
2300.0,5500.0,1249.360022781681,81.77374536838614
2300.0,5550.0,1272.2128647712404,81.79326807659442
2300.0,5600.0,1295.272426151443,81.82034948362305
2300.0,5650.0,1318.5387048999457,81.83733484569639
2300.0,5700.0,1342.0116982343638,81.86368125964363
2300.0,5750.0,1365.6914033704497,81.88252469629404
2300.0,5800.0,1389.5778181989683,81.906300282802
2300.0,5850.0,1413.6709400326467,81.927659857645
2300.0,5900.0,1437.9707663425663,81.95197250381572
2300.0,5950.0,1462.4772944913911,81.97260008382345
2300.0,6000.0,1487.1905218973254,81.99699725777388
2350.0,1000.0,39.464855396959734,94.6217436025469
2350.0,1050.0,43.7200340879805,93.23534164479297
2350.0,1100.0,48.18230968702092,92.0325063228663
2350.0,1150.0,52.85174496996224,90.97719619729553
2350.0,1200.0,57.72838863815036,90.05786339111185
2350.0,1250.0,62.81227917328303,89.23073711059966
2350.0,1300.0,68.10344701615826,88.49878623499843
2350.0,1350.0,73.60191682351322,87.84788482986028
2350.0,1400.0,79.30770844308306,87.26376900376944
2350.0,1450.0,85.22083800648909,86.73857421082441
2350.0,1500.0,91.34131886288594,86.2655014601052
2350.0,1550.0,97.6691618760625,85.83241577265078
2350.0,1600.0,104.20437615361858,85.44106553309037
2350.0,1650.0,110.94696920838754,85.08762580361135
2350.0,1700.0,117.89694725912724,84.7589204135194
2350.0,1750.0,125.05431552783297,84.45993627768561
2350.0,1800.0,132.41907834573124,84.18555295966519
2350.0,1850.0,139.9912393517521,83.93882205581122
2350.0,1900.0,147.77080158588515,83.70742430274015
2350.0,1950.0,155.75776719916104,83.50401981505131
2350.0,2000.0,163.95213858021626,83.30487493846704
2350.0,2050.0,172.35391722122233,83.12665200273482
2350.0,2100.0,180.96310443674207,82.96602307812694
2350.0,2150.0,189.7797010966249,82.80836994735478
2350.0,2200.0,198.80370844218342,82.66965605231599
2350.0,2250.0,208.0351265639259,82.54356570516424
2350.0,2300.0,217.47395590119146,82.42669956829403
2350.0,2350.0,227.1201967302352,82.31388746023103
2350.0,2400.0,236.97384904840308,82.20940484992576
2350.0,2450.0,247.0349127457774,82.11656399794202
2350.0,2500.0,257.30338760964264,82.02930356833618
2350.0,2550.0,267.77927329576744,81.95262845214016
2350.0,2600.0,278.462569373191,81.87660063573001
2350.0,2650.0,289.3532752758665,81.80897207259589
2350.0,2700.0,300.45139051083834,81.7445659581624
2350.0,2750.0,311.7569142786693,81.68956115884568
2350.0,2800.0,323.26984583984097,81.63447676098939
2350.0,2850.0,334.99018439872543,81.58756508610126
2350.0,2900.0,346.9179290577337,81.5433269007927
