t,M,P,model,gene
120.0,11.072438129816572,1936.34196989988,Repressilator,Gene 2
121.0,11.320599849465307,2126.135490409004,Repressilator,Gene 2
122.0,11.499401951673345,2295.8046185558596,Repressilator,Gene 2
123.0,11.627625721224707,2445.7226650792118,Repressilator,Gene 2
124.0,11.719278927530159,2576.9758813002577,Repressilator,Gene 2
125.0,11.784642358636011,2691.0499866112095,Repressilator,Gene 2
126.0,11.831181207629383,2789.6121428625956,Repressilator,Gene 2
127.0,11.86427631159637,2874.3658501035275,Repressilator,Gene 2
128.0,11.887783382502091,2946.9586387676495,Repressilator,Gene 2
129.0,11.904439831314386,3008.926017506337,Repressilator,Gene 2
130.0,11.9160924997414,3061.657800289883,Repressilator,Gene 2
131.0,11.923270487347073,3106.369669342868,Repressilator,Gene 2
132.0,11.918852595833865,3144.007687575719,Repressilator,Gene 2
133.0,11.820039393284478,3174.4004004548424,Repressilator,Gene 2
134.0,11.029475919295606,3188.7753053385245,Repressilator,Gene 2
135.0,8.796394627117348,3146.237476764223,Repressilator,Gene 2
136.0,6.4015242890624675,3007.866470440724,Repressilator,Gene 2
137.0,4.566001330641626,2792.486811172335,Repressilator,Gene 2
138.0,3.244106109268226,2535.974879806358,Repressilator,Gene 2
139.0,2.302778490058652,2265.8782774108945,Repressilator,Gene 2
140.0,1.634134447173334,1999.992307767866,Repressilator,Gene 2
141.0,1.1595185209135992,1748.8864349584046,Repressilator,Gene 2
142.0,0.8227108216993501,1518.2125959282096,Repressilator,Gene 2
143.0,0.5837228260135915,1310.4007116187574,Repressilator,Gene 2
144.0,0.4141533486152566,1125.840935512505,Repressilator,Gene 2
145.0,0.29384189956556245,963.6884820214543,Repressilator,Gene 2
146.0,0.20848100191383143,822.401749071002,Repressilator,Gene 2
147.0,0.14791810943765535,700.0954365514657,Repressilator,Gene 2
148.0,0.10494946677420072,594.7668299402734,Repressilator,Gene 2
149.0,0.07446383261498338,504.4360224378672,Repressilator,Gene 2
150.0,0.05283474149787561,427.22838837052575,Repressilator,Gene 2
