t,I,M,P,model,gene
245,-10.308952660644309,41.398586250025865,10153.222052086438,GR,1
246,-10.308952660644309,41.3985862501003,10155.106987406658,GR,1
247,-10.308952660644309,41.3985862501661,10156.954582010849,GR,1
248,-10.308952660644309,41.398586250220845,10158.765579371542,GR,1
249,-10.308952660644309,41.398586250262156,10160.54072296127,GR,1
250,-10.308952660644309,41.39858625029178,10162.280738370371,GR,1
251,-10.308952660644309,41.39858625031448,10163.986300141067,GR,1
252,-10.308952660644309,41.39858625033166,10165.658076440719,GR,1
253,-10.308952660644309,41.3985862503447,10167.296735444377,GR,1
254,-10.308952660644309,41.39858625035499,10168.90294532709,GR,1
255,-10.308952660644309,41.398586250362165,10170.477369116521,GR,1
256,-10.308952660644309,41.398586250361625,10172.0206255078,GR,1
257,-10.308952660644309,41.39858625035573,10173.533314606173,GR,1
258,-10.308952660644309,41.39858625034757,10175.016036857,GR,1
259,-10.308952660644309,41.39858625034022,10176.46939270563,GR,1
260,-10.308952660644309,41.39858625033641,10177.893981985839,GR,1
261,-10.308952660644309,41.39858625033137,10179.29037677913,GR,1
262,-10.308952660644309,41.3985862503235,10180.659117336398,GR,1
263,-10.308952660644309,41.398586250313826,10182.000743121827,GR,1
264,-10.308952660644309,41.39858625030335,10183.3157935996,GR,1
265,-10.308952660644309,41.39858625029313,10184.604808233898,GR,1
266,-10.308952660644309,41.39858625028401,10185.868315099662,GR,1
267,-10.308952660644309,41.39858625027561,10187.106804434456,GR,1
268,-10.308952660644309,41.398586250266945,10188.320760863598,GR,1
269,-10.308952660644309,41.39858625025705,10189.510669045125,GR,1
270,-10.308952660644309,41.39858625024493,10190.67701363706,GR,1
271,-10.308952660644309,41.39858625023046,10191.820276347198,GR,1
272,-10.308952660644309,41.398586250216574,10192.940907948956,GR,1
273,-10.308952660644309,41.39858625020309,10194.039343711265,GR,1
274,-10.308952660644309,41.39858625018932,10195.116019106874,GR,1
275,-10.308952660644309,41.39858625017457,10196.171369608515,GR,1
276,-10.308952660644309,41.39858625015819,10197.20583042472,GR,1
277,-10.308952660644309,41.39858625014058,10198.219818455038,GR,1
278,-10.308952660644309,41.398586250122456,10199.21372598284,GR,1
279,-10.308952660644309,41.39858625010426,10200.187944318357,GR,1
280,-10.308952660644309,41.398586250086474,10201.142864771826,GR,1
281,-10.308952660644309,41.39858625006953,10202.078878653481,GR,1
282,-10.308952660644309,41.398586250052865,10202.996370152301,GR,1
283,-10.308952660644309,41.39858625003532,10203.89569579581,GR,1
284,-10.308952660644309,41.3985862500175,10204.777207140869,GR,1
285,-10.308952660644309,41.398586250000065,10205.641255799334,GR,1
286,-10.308952660644309,41.39858624998362,10206.488193383051,GR,1
287,-10.308952660644309,41.39858624996855,10207.318369792269,GR,1
288,-10.308952660644309,41.398586249953816,10208.132113263053,GR,1
289,-10.308952660644309,41.39858624993921,10208.929739581108,GR,1
290,-10.308952660644309,41.39858624992473,10209.71156466514,GR,1
291,-10.308952660644309,41.398586249910416,10210.477904433847,GR,1
292,-10.308952660644309,41.39858624989626,10211.229074701916,GR,1
293,-10.308952660644309,41.39858624988275,10211.965379146433,GR,1
294,-10.308952660644309,41.39858624986986,10212.687102596024,GR,1
295,-10.308952660644309,41.39858624985727,10213.394528897925,GR,1
296,-10.308952660644309,41.39858624984463,10214.087941899365,GR,1
297,-10.308952660644309,41.39858624983162,10214.76762544758,GR,1
298,-10.308952660644309,41.398586249818344,10215.433859006145,GR,1
299,-10.308952660644309,41.398586249805454,10216.086901979936,GR,1
300,-10.308952660644309,41.39858624979288,10216.727009345917,GR,1
301,-10.308952660644309,41.39858624978049,10217.354436146485,GR,1
302,-10.308952660644309,41.39858624976819,10217.969437424033,GR,1
303,-10.308952660644309,41.39858624975586,10218.572267268624,GR,1
304,-10.308952660644309,41.398586249743445,10219.163164816047,GR,1
305,-10.308952660644309,41.398586249731096,10219.742359185968,GR,1
306,-10.308952660644309,41.398586249718974,10220.310079544366,GR,1
307,-10.308952660644309,41.398586249707215,10220.866555057217,GR,1
308,-10.308952660644309,41.398586249695995,10221.412014857582,GR,1
309,-10.308952660644309,41.39858624968499,10221.946680128647,GR,1
310,-10.308952660644309,41.39858624967402,10222.470757733638,GR,1
311,-10.308952660644309,41.398586249663175,10222.984453584108,GR,1
312,-10.308952660644309,41.39858624965262,10223.487973591624,GR,1
313,-10.308952660644309,41.39858624964244,10223.981523667746,GR,1
314,-10.308952660644309,41.398586249632686,10224.465307026849,GR,1
315,-10.308952660644309,41.39858624962319,10224.93951242317,GR,1
316,-10.308952660644309,41.398586249613906,10225.4043248018,GR,1
317,-10.308952660644309,41.398586249604776,10225.859929175458,GR,1
318,-10.308952660644309,41.39858624959575,10226.30651055686,GR,1
319,-10.308952660644309,41.39858624958683,10226.744254087067,GR,1
320,-10.308952660644309,41.398586249578386,10227.173338286839,GR,1
321,-10.308952660644309,41.3985862495704,10227.593926762695,GR,1
322,-10.308952660644309,41.39858624956273,10228.006181521387,GR,1
323,-10.308952660644309,41.39858624955526,10228.41026456968,GR,1
324,-10.308952660644309,41.398586249547854,10228.806337914335,GR,1
325,-10.308952660644309,41.3985862495404,10229.194563562109,GR,1
