t,M,P,model,sim,gene
74,11.945506622789814,3351.3620189562575,Toggle,2,1
75,11.945506622973845,3351.367467121065,Toggle,2,1
76,11.945506623104226,3351.3720484735763,Toggle,2,1
77,11.945506623196561,3351.375900923478,Toggle,2,1
78,11.945506623262006,3351.3791404399376,Toggle,2,1
79,11.945506623308313,3351.3818645419697,Toggle,2,1
80,11.945506623341073,3351.384155233502,Toggle,2,1
81,11.945506623364262,3351.3860814711193,Toggle,2,1
82,11.945506623380648,3351.3877012395037,Toggle,2,1
83,11.94550662339222,3351.389063298244,Toggle,2,1
84,11.945506623400384,3351.390208649531,Toggle,2,1
85,11.945506623406153,3351.391171774176,Toggle,2,1
86,11.945506623410264,3351.3919816556454,Toggle,2,1
87,11.94550662341313,3351.3926626856332,Toggle,2,1
88,11.945506623415119,3351.3932353603245,Toggle,2,1
89,11.94550662341652,3351.3937169242886,Toggle,2,1
90,11.945506623417502,3351.3941218684554,Toggle,2,1
91,11.945506623418149,3351.39446238559,Toggle,2,1
92,11.945506623418616,3351.3947487261958,Toggle,2,1
93,11.945506623418964,3351.394989508504,Toggle,2,1
94,11.945506623419215,3351.3951919827446,Toggle,2,1
95,11.945506623419384,3351.395362241916,Toggle,2,1
96,11.945506623419474,3351.3955054133808,Toggle,2,1
97,11.945506623419558,3351.3956258052503,Toggle,2,1
98,11.945506623419597,3351.3957270429173,Toggle,2,1
99,11.945506623419607,3351.3958121732644,Toggle,2,1
100,11.945506623419636,3351.3958837592163,Toggle,2,1
101,11.945506623419673,3351.3959439546843,Toggle,2,1
102,11.945506623419671,3351.3959945712445,Toggle,2,1
103,11.945506623419625,3351.3960371340486,Toggle,2,1
104,11.945506623419593,3351.39607292605,Toggle,2,1
105,11.945506623419591,3351.396103024617,Toggle,2,1
106,11.9455066234196,3351.396128334782,Toggle,2,1
107,11.94550662341961,3351.3961496178977,Toggle,2,1
108,11.94550662341959,3351.3961675147725,Toggle,2,1
109,11.945506623419602,3351.396182564393,Toggle,2,1
110,11.945506623419615,3351.3961952198024,Toggle,2,1
111,11.945506623419645,3351.3962058618163,Toggle,2,1
112,11.945506623419632,3351.3962148106775,Toggle,2,1
113,11.945506623419632,3351.3962223357576,Toggle,2,1
114,11.945506623419625,3351.396228663623,Toggle,2,1
115,11.945506623419657,3351.39623398477,Toggle,2,1
116,11.945506623419664,3351.396238459384,Toggle,2,1
117,11.945506623419716,3351.3962422213795,Toggle,2,1
118,11.945506623419758,3351.396245384683,Toggle,2,1
119,11.945506623419783,3351.3962480439204,Toggle,2,1
120,11.945506623419789,3351.396250279747,Toggle,2,1
121,11.945506623419742,3351.3962521607646,Toggle,2,1
122,11.9455066234197,3351.396253742116,Toggle,2,1
123,11.945506623419654,3351.3962550731017,Toggle,2,1
124,11.945506623419627,3351.396256192234,Toggle,2,1
125,11.94550662341962,3351.3962571334496,Toggle,2,1
126,11.94550662341962,3351.3962579249746,Toggle,2,1
127,11.945506623419641,3351.3962585903414,Toggle,2,1
128,11.945506623419643,3351.3962591499276,Toggle,2,1
129,11.945506623419607,3351.396259620582,Toggle,2,1
130,11.945506623419583,3351.396260016323,Toggle,2,1
131,11.94550662341958,3351.39626034934,Toggle,2,1
132,11.945506623419584,3351.3962606293385,Toggle,2,1
133,11.945506623419607,3351.396260864698,Toggle,2,1
134,11.945506623419618,3351.396261062353,Toggle,2,1
135,11.945506623419613,3351.3962612286664,Toggle,2,1
136,11.945506623419634,3351.3962613676963,Toggle,2,1
137,11.94550662341965,3351.3962614850575,Toggle,2,1
138,11.945506623419652,3351.396261583514,Toggle,2,1
139,11.945506623419638,3351.3962616658555,Toggle,2,1
140,11.945506623419611,3351.396261736099,Toggle,2,1
141,11.945506623419593,3351.396261794754,Toggle,2,1
142,11.945506623419595,3351.3962618443616,Toggle,2,1
143,11.9455066234196,3351.3962618865016,Toggle,2,1
144,11.945506623419607,3351.3962619218514,Toggle,2,1
145,11.945506623419627,3351.3962619517274,Toggle,2,1
146,11.945506623419638,3351.396261976864,Toggle,2,1
147,11.945506623419622,3351.396261997994,Toggle,2,1
148,11.945506623419623,3351.3962620153648,Toggle,2,1
149,11.945506623419677,3351.3962620292778,Toggle,2,1
150,11.945506623419744,3351.396262040645,Toggle,2,1
151,11.94550662341979,3351.396262050376,Toggle,2,1
152,11.94550662341978,3351.396262059352,Toggle,2,1
153,11.945506623419838,3351.396262065653,Toggle,2,1
154,11.945506623419995,3351.396262068929,Toggle,2,1
155,11.945506623420155,3351.3962620709576,Toggle,2,1
156,11.945506623420227,3351.3962620735188,Toggle,2,1
157,11.945506623420133,3351.396262078172,Toggle,2,1
158,11.945506623420107,3351.396262080963,Toggle,2,1
159,11.945506623420199,3351.396262081227,Toggle,2,1
160,11.9455066234203,3351.3962620808484,Toggle,2,1
161,11.945506623420316,3351.3962620817133,Toggle,2,1
162,11.945506623420165,3351.3962620852885,Toggle,2,1
163,11.945506623420036,3351.3962620881425,Toggle,2,1
164,11.945506623419966,3351.3962620897287,Toggle,2,1
165,11.945506623419929,3351.3962620908846,Toggle,2,1
166,11.945506623419885,3351.3962620924453,Toggle,2,1
167,11.945506623419803,3351.3962620950347,Toggle,2,1
168,11.945506623419709,3351.3962620976845,Toggle,2,1
169,11.945506623419611,3351.396262100061,Toggle,2,1
170,11.945506623419535,3351.3962621020637,Toggle,2,1
171,11.945506623419496,3351.39626210359,Toggle,2,1
172,11.945506623419492,3351.396262104679,Toggle,2,1
173,11.945506623419492,3351.3962621058085,Toggle,2,1
174,11.945506623419497,3351.396262106903,Toggle,2,1
175,11.945506623419508,3351.39626210782,Toggle,2,1
176,11.945506623419535,3351.3962621084133,Toggle,2,1
177,11.945506623419583,3351.3962621085784,Toggle,2,1
178,11.945506623419645,3351.3962621084406,Toggle,2,1
179,11.945506623419707,3351.3962621081855,Toggle,2,1
180,11.945506623419753,3351.3962621079972,Toggle,2,1
181,11.94550662341977,3351.396262108059,Toggle,2,1
182,11.945506623419769,3351.3962621082296,Toggle,2,1
183,11.945506623419778,3351.3962621081,Toggle,2,1
184,11.945506623419785,3351.396262107858,Toggle,2,1
185,11.945506623419778,3351.396262107704,Toggle,2,1
186,11.945506623419746,3351.396262107839,Toggle,2,1
187,11.945506623419694,3351.3962621082133,Toggle,2,1
188,11.94550662341964,3351.3962621085816,Toggle,2,1
189,11.94550662341959,3351.396262108911,Toggle,2,1
190,11.945506623419552,3351.39626210917,Toggle,2,1
191,11.945506623419536,3351.3962621093274,Toggle,2,1
192,11.945506623419519,3351.3962621095557,Toggle,2,1
193,11.945506623419492,3351.39626210991,Toggle,2,1
194,11.945506623419465,3351.3962621102664,Toggle,2,1
195,11.945506623419451,3351.3962621105015,Toggle,2,1
196,11.945506623419465,3351.3962621105006,Toggle,2,1
197,11.945506623419485,3351.396262110469,Toggle,2,1
198,11.945506623419506,3351.3962621104947,Toggle,2,1
199,11.945506623419528,3351.3962621105243,Toggle,2,1
200,11.945506623419554,3351.3962621105034,Toggle,2,1
0,1.0e-6,100.0,Toggle,2,2
1,0.24417687424240933,87.65259168587654,Toggle,2,2
2,0.29636338868171547,86.06525832033036,Toggle,2,2
3,0.23690086562086368,85.16313791574996,Toggle,2,2
4,0.17403909148721602,81.53442877322384,Toggle,2,2
5,0.12524392977627574,75.78996853880298,Toggle,2,2
6,0.08952087573537762,68.91311825857805,Toggle,2,2
7,0.06380747593659283,61.64283183315079,Toggle,2,2
8,0.045417699395935,54.462584483604246,Toggle,2,2
9,0.032304416377124535,47.66406596093078,Toggle,2,2
10,0.022968110317595887,41.40617924690319,Toggle,2,2
11,0.01632679053085269,35.75961565575151,Toggle,2,2
12,0.011605062200288029,30.73858529409417,Toggle,2,2
13,0.008249211606108076,26.322741979769024,Toggle,2,2
14,0.005864619034659426,22.47200042280849,Toggle,2,2
15,0.004170390284693665,19.136335024726904,Toggle,2,2
16,0.0029667344157811035,16.262099671389404,Toggle,2,2
17,0.0021116167768324835,13.795967817463548,Toggle,2,2
18,0.001504098992484163,11.687267914429732,Toggle,2,2
19,0.0010724638044370982,9.889254104104904,Toggle,2,2
20,0.0007657637407907802,8.35968239551775,Toggle,2,2
21,0.0005478097764561941,7.0609463092831035,Toggle,2,2
22,0.00039289771400373105,5.959943520588383,Toggle,2,2
23,0.0002827710450852934,5.027788236673784,Toggle,2,2
24,0.0002044630763808103,4.239444839883682,Toggle,2,2
25,0.00014876403616975636,3.573331475571286,Toggle,2,2
26,0.00010913228955254649,3.010924011113914,Toggle,2,2
27,8.092106596741005e-5,2.5363785017935374,Toggle,2,2
28,6.082932595409637e-5,2.1361821126115577,Toggle,2,2
29,4.6511719860566104e-5,1.798837280750021,Toggle,2,2
30,3.630166887724664e-5,1.5145798361574925,Toggle,2,2
31,2.9014781774475848e-5,1.2751311983030278,Toggle,2,2
32,2.3809133794731565e-5,1.0734815799865505,Toggle,2,2
33,2.0086085199614078e-5,0.903702059900339,Toggle,2,2
34,1.7419862171804064e-5,0.7607825691201129,Toggle,2,2
35,1.550753814013914e-5,0.6404928063038624,Toggle,2,2
36,1.4133492459486503e-5,0.5392631521442074,Toggle,2,2
37,1.3144171070358373e-5,0.4540830971796546,Toggle,2,2
38,1.2430157792765184e-5,0.3824148318635302,Toggle,2,2
39,1.1913435002151393e-5,0.32211986698534656,Toggle,2,2
40,1.153832674835171e-5,0.27139676531922774,Toggle,2,2
41,1.1265062664505029e-5,0.22872841706633387,Toggle,2,2
42,1.1065202670959644e-5,0.19283745825296536,Toggle,2,2
43,1.0918382970821133e-5,0.16264860257410438,Toggle,2,2
44,1.0810000097422057e-5,0.1372568122141848,Toggle,2,2
45,1.0729562927053101e-5,0.11590044019342209,Toggle,2,2
46,1.0669519355999996e-5,0.09793858756589546,Toggle,2,2
47,1.0624420290202303e-5,0.08283201887239597,Toggle,2,2
48,1.059032334828017e-5,0.07012706959866993,Toggle,2,2
49,1.0564367450947485e-5,0.059442089961526286,Toggle,2,2
50,1.0544469036080416e-5,0.0504560328875028,Toggle,2,2
51,1.0529104845006153e-5,0.042898847099753556,Toggle,2,2
52,1.0517156351365007e-5,0.036543384915174885,Toggle,2,2
53,1.0507798233235971e-5,0.03119859098381865,Toggle,2,2
54,1.05004182842824e-5,0.026703772640803522,Toggle,2,2
55,1.0494559773635405e-5,0.02292377950898718,Toggle,2,2
56,1.0489879849957147e-5,0.019744945358961073,Toggle,2,2
57,1.0486119459013583e-5,0.01707167365486829,Toggle,2,2
58,1.048308152441942e-5,0.014823566412467962,Toggle,2,2
59,1.0480615063745243e-5,0.012933009432570811,Toggle,2,2
60,1.04786035759122e-5,0.01134313998587955,Toggle,2,2
61,1.0476956518317825e-5,0.01000613714234009,Toggle,2,2
62,1.047560302290404e-5,0.008881784437213958,Toggle,2,2
63,1.0474487237472865e-5,0.007936261193860915,Toggle,2,2
64,1.0473564850649001e-5,0.007141125447863327,Toggle,2,2
65,1.0472800484820928e-5,0.006472458389837417,Toggle,2,2
66,1.0472165728167405e-5,0.0059101451711738315,Toggle,2,2
67,1.0471637638590422e-5,0.005437270169514087,Toggle,2,2
68,1.0471197597998069e-5,0.005039608232827799,Toggle,2,2
69,1.0470830428552966e-5,0.004705196544362172,Toggle,2,2
70,1.0470523705744711e-5,0.004423974783206365,Toggle,2,2
71,1.0470267223603849e-5,0.004187482968341507,Toggle,2,2
72,1.0470052570723265e-5,0.003988606619457122,Toggle,2,2
73,1.0469872795190275e-5,0.0038213627668268048,Toggle,2,2
74,1.0469722137330506e-5,0.0036807200662781294,Toggle,2,2
75,1.0469595814974006e-5,0.0035624474518511583,Toggle,2,2
76,1.0469489850260202e-5,0.0034629868771044216,Toggle,2,2
77,1.0469400928954452e-5,0.0033793461881715327,Toggle,2,2
78,1.046932628596602e-5,0.0033090091326973543,Toggle,2,2
79,1.0469263611634762e-5,0.003249859671749511,Toggle,2,2
80,1.0469210974779365e-5,0.003200118330716758,Toggle,2,2
81,1.0469166759299907e-5,0.003158288681366272,Toggle,2,2
82,1.0469129611787585e-5,0.003123112330218712,Toggle,2,2
83,1.0469098398091969e-5,0.0030935310317271843,Toggle,2,2
84,1.0469072167295153e-5,0.003068654854390823,Toggle,2,2
85,1.0469050121706665e-5,0.0030477353696227805,Toggle,2,2
86,1.046903159222561e-5,0.003030143438406771,Toggle,2,2
87,1.0469016016743036e-5,0.0030153495662718485,Toggle,2,2
88,1.0469002923634007e-5,0.003002908798273268,Toggle,2,2
89,1.0468991916602904e-5,0.002992446749001092,Toggle,2,2
90,1.0468982662995603e-5,0.002983648798395735,Toggle,2,2
91,1.0468974883161247e-5,0.0029762502088527226,Toggle,2,2
92,1.0468968342179628e-5,0.00297002840234826,Toggle,2,2
93,1.046896284266634e-5,0.002964796233714366,Toggle,2,2
94,1.0468958218658461e-5,0.0029603962554281904,Toggle,2,2
95,1.0468954330747215e-5,0.0029566961434636697,Toggle,2,2
96,1.0468951061663453e-5,0.0029535845387590265,Toggle,2,2
97,1.0468948312907945e-5,0.002950967870233522,Toggle,2,2
98,1.0468946001613648e-5,0.002948767391003178,Toggle,2,2
99,1.0468944058153153e-5,0.002946916916249261,Toggle,2,2
100,1.0468942423970043e-5,0.0029453607708810944,Toggle,2,2
101,1.0468941049861329e-5,0.002944052162370329,Toggle,2,2
102,1.0468939894449766e-5,0.002942951732961749,Toggle,2,2
103,1.046893892290399e-5,0.002942026345901157,Toggle,2,2
104,1.046893810592694e-5,0.002941248125169247,Toggle,2,2
105,1.046893741891869e-5,0.002940593660463598,Toggle,2,2
106,1.0468936841215943e-5,0.0029400432851339267,Toggle,2,2
107,1.0468936355436721e-5,0.0029395804537955816,Toggle,2,2
108,1.0468935946951759e-5,0.0029391912399177617,Toggle,2,2
109,1.0468935603456714e-5,0.002938863929166772,Toggle,2,2
110,1.046893531460973e-5,0.0029385886746133034,Toggle,2,2
111,1.0468935071718027e-5,0.0029383571987561113,Toggle,2,2
112,1.046893486747181e-5,0.002938162540360579,Toggle,2,2
113,1.0468934695722323e-5,0.002937998843591394,Toggle,2,2
114,1.0468934551298228e-5,0.002937861182990735,Toggle,2,2
115,1.0468934429851306e-5,0.0029377454168467154,Toggle,2,2
116,1.0468934327725449e-5,0.002937648062478461,Toggle,2,2
117,1.0468934241864246e-5,0.002937566208143613,Toggle,2,2
118,1.0468934169667422e-5,0.0029374973766079534,Toggle,2,2
119,1.0468934108975138e-5,0.002937439510109672,Toggle,2,2
120,1.0468934057946537e-5,0.0029373908546407174,Toggle,2,2
121,1.046893401501581e-5,0.0029373499182759623,Toggle,2,2
122,1.0468933978924423e-5,0.0029373155016177437,Toggle,2,2
123,1.0468933948547123e-5,0.0029372865323673827,Toggle,2,2
124,1.0468933923004999e-5,0.0029372621728069865,Toggle,2,2
125,1.0468933901523477e-5,0.002937241684719884,Toggle,2,2
126,1.0468933883458374e-5,0.002937224454119303,Toggle,2,2
127,1.0468933868272631e-5,0.0029372099690853064,Toggle,2,2
128,1.0468933855501147e-5,0.0029371977862570173,Toggle,2,2
129,1.0468933844759424e-5,0.0029371875390253725,Toggle,2,2
130,1.046893383572742e-5,0.002937178922355683,Toggle,2,2
131,1.0468933828126951e-5,0.0029371716709947404,Toggle,2,2
132,1.0468933821736538e-5,0.002937165573765563,Toggle,2,2
133,1.0468933816364872e-5,0.0029371604482637363,Toggle,2,2
134,1.046893381185372e-5,0.0029371561436139643,Toggle,2,2
135,1.0468933808057927e-5,0.002937152521402573,Toggle,2,2
136,1.0468933804884753e-5,0.0029371494931279265,Toggle,2,2
137,1.0468933802206237e-5,0.002937146936790962,Toggle,2,2
138,1.0468933799959187e-5,0.002937144792116983,Toggle,2,2
139,1.0468933798079841e-5,0.002937142998297404,Toggle,2,2
140,1.0468933796476626e-5,0.0029371414680127764,Toggle,2,2
141,1.0468933795137933e-5,0.0029371401901229013,Toggle,2,2
142,1.0468933794005723e-5,0.002937139109296704,Toggle,2,2
143,1.0468933793043952e-5,0.002937138191155973,Toggle,2,2
144,1.0468933792237208e-5,0.002937137420962386,Toggle,2,2
145,1.046893379155543e-5,0.002937136770045203,Toggle,2,2
146,1.0468933790981798e-5,0.002937136222353053,Toggle,2,2
147,1.0468933790499589e-5,0.0029371357619189073,Toggle,2,2
148,1.0468933790103249e-5,0.002937135383438783,Toggle,2,2
149,1.0468933789785888e-5,0.002937135080342852,Toggle,2,2
150,1.0468933789526687e-5,0.0029371348327797363,Toggle,2,2
151,1.0468933789304827e-5,0.002937134620895493,Toggle,2,2
152,1.046893378910014e-5,0.002937134425463526,Toggle,2,2
153,1.0468933788956612e-5,0.0029371342884007977,Toggle,2,2
154,1.046893378888231e-5,0.0029371342173975102,Toggle,2,2
155,1.0468933788836489e-5,0.002937134173616715,Toggle,2,2
156,1.0468933788778406e-5,0.0029371341182214622,Toggle,2,2
157,1.046893378867238e-5,0.002937134017195514,Toggle,2,2
158,1.0468933788608918e-5,0.002937133956794746,Toggle,2,2
159,1.0468933788603269e-5,0.0029371339515308547,Toggle,2,2
160,1.0468933788612239e-5,0.0029371339602251236,Toggle,2,2
161,1.0468933788592645e-5,0.0029371339416988376,Toggle,2,2
162,1.046893378851088e-5,0.002937133863905249,Toggle,2,2
163,1.0468933788445558e-5,0.0029371338017994348,Toggle,2,2
164,1.0468933788409222e-5,0.002937133767309917,Toggle,2,2
165,1.0468933788382696e-5,0.002937133742132767,Toggle,2,2
166,1.0468933788346813e-5,0.002937133707964058,Toggle,2,2
167,1.0468933788287342e-5,0.0029371336512242006,Toggle,2,2
168,1.0468933788226436e-5,0.0029371335930799495,Toggle,2,2
169,1.0468933788171748e-5,0.0029371335408298516,Toggle,2,2
170,1.0468933788125654e-5,0.0029371334967162616,Toggle,2,2
171,1.0468933788090524e-5,0.0029371334629815326,Toggle,2,2
172,1.0468933788065476e-5,0.00293713343878399,Toggle,2,2
173,1.0468933788039475e-5,0.0029371334136664056,Toggle,2,2
174,1.046893378801427e-5,0.002937133389332811,Toggle,2,2
175,1.0468933787993203e-5,0.0029371333689937884,Toggle,2,2
176,1.0468933787979615e-5,0.0029371333558599203,Toggle,2,2
177,1.0468933787975924e-5,0.002937133352219161,Toggle,2,2
178,1.0468933787979202e-5,0.0029371333552001325,Toggle,2,2
179,1.0468933787985189e-5,0.002937133360766604,Toggle,2,2
180,1.0468933787989656e-5,0.00293713336493397,Toggle,2,2
181,1.046893378798839e-5,0.002937133363717625,Toggle,2,2
182,1.0468933787984659e-5,0.0029371333602364385,Toggle,2,2
183,1.0468933787987806e-5,0.00293713336334851,Toggle,2,2
184,1.0468933787993508e-5,0.002937133368912668,Toggle,2,2
185,1.046893378799714e-5,0.002937133372499588,Toggle,2,2
186,1.0468933787994074e-5,0.002937133369679946,Toggle,2,2
187,1.0468933787985462e-5,0.002937133361580555,Toggle,2,2
188,1.0468933787976996e-5,0.0029371333536434958,Toggle,2,2
189,1.0468933787969407e-5,0.0029371333465239096,Toggle,2,2
190,1.0468933787963412e-5,0.002937133340865753,Toggle,2,2
191,1.04689337879597e-5,0.002937133337289599,Toggle,2,2
192,1.0468933787954342e-5,0.002937133332096658,Toggle,2,2
193,1.0468933787946088e-5,0.00293713332414872,Toggle,2,2
194,1.0468933787937804e-5,0.0029371333161689927,Toggle,2,2
195,1.0468933787932354e-5,0.0029371333108806808,Toggle,2,2
196,1.0468933787932388e-5,0.0029371333108053187,Toggle,2,2
197,1.0468933787933159e-5,0.002937133311410038,Toggle,2,2
198,1.0468933787932564e-5,0.002937133310716256,Toggle,2,2
199,1.0468933787931899e-5,0.0029371333099829896,Toggle,2,2
200,1.0468933787932461e-5,0.002937133310469257,Toggle,2,2
