A,R,amplitude,period
2.2e6,1950.0,821.4066414545804,55.399999999999864
2.2e6,2000.0,846.2193556112846,55.59999999999991
2.2e6,2050.0,870.9860085519643,55.700000000000045
2.2e6,2100.0,895.7256599757595,55.799999999999955
2.2e6,2150.0,920.4464875742765,56.0
2.2e6,2200.0,945.128366860659,56.19999999999982
2.2e6,2250.0,969.7656592986335,56.200000000000045
2.2e6,2300.0,994.40363243755,56.5
2.2e6,2350.0,1019.0254724290487,56.600000000000136
2.2e6,2400.0,1043.6110965683947,56.700000000000045
2.2e6,2450.0,1068.1932069400405,56.80000000000018
2.2e6,2500.0,1092.7419111536665,57.0
2.2e6,2550.0,1117.2942371594604,57.09999999999991
2.2e6,2600.0,1141.8223657201768,57.200000000000045
2.2e6,2650.0,1166.3399876699457,57.40000000000009
2.2e6,2700.0,1190.840595589039,57.5
2.2e6,2750.0,1215.3352929524651,57.600000000000136
2.2e6,2800.0,1239.8290834055638,57.799999999999955
2.2e6,2850.0,1264.3042819400237,57.899999999999864
2.2e6,2900.0,1288.776184556121,58.0
2.2e6,2950.0,1313.2315305196855,58.200000000000045
2.2e6,3000.0,1337.6962928243327,58.299999999999955
2.2e6,3050.0,1362.1439269776313,58.399999999999864
2.2e6,3100.0,1386.5659245578101,58.5
2.2e6,3150.0,1411.0274048025233,58.59999999999991
2.2e6,3200.0,1435.4622086229256,58.69999999999982
2.2e6,3250.0,1459.8707868433323,58.90000000000009
2.2e6,3300.0,1484.3260304955243,58.899999999999864
2.2e6,3350.0,1508.7507799199857,59.0
2.2e6,3400.0,1533.1722869323123,59.200000000000045
2.2e6,3450.0,1557.5737647394706,59.19999999999982
2.2e6,3500.0,1582.000677907089,59.399999999999864
2.2e6,3550.0,1606.4279120202496,59.5
2.2e6,3600.0,1630.8276846529034,59.600000000000136
2.2e6,3650.0,1655.2508295253042,59.700000000000045
2.2e6,3700.0,1679.6477893012363,59.799999999999955
2.2e6,3750.0,1704.0603603079203,59.899999999999864
2.2e6,3800.0,1728.4846658294848,60.0
2.2e6,3850.0,1752.8826059594983,60.100000000000136
2.2e6,3900.0,1777.3072995986167,60.200000000000045
2.2e6,3950.0,1801.714392050282,60.299999999999955
2.2e6,4000.0,1826.1263535622602,60.399999999999864
2.2e6,4050.0,1850.5167764368666,60.5
2.2e6,4100.0,1874.9436232892645,60.59999999999991
2.2e6,4150.0,1899.3329532348648,60.59999999999991
2.2e6,4200.0,1923.7329122030167,60.700000000000045
2.2e6,4250.0,1948.1610885319799,60.80000000000018
2.2e6,4300.0,1972.5902336180015,60.899999999999864
2.2e6,4350.0,1996.9707642672527,61.09999999999991
2.2e6,4400.0,2021.4165328796219,61.100000000000136
2.2e6,4450.0,2045.8352129156033,61.200000000000045
2.2e6,4500.0,2070.2525489066434,61.299999999999955
2.2e6,4550.0,2094.6589937487142,61.40000000000009
2.2e6,4600.0,2119.073376887574,61.40000000000009
2.2e6,4650.0,2143.504380186534,61.59999999999991
2.2e6,4700.0,2167.9356147548906,61.59999999999991
2.2e6,4750.0,2192.3565763379115,61.700000000000045
2.2e6,4800.0,2216.7849196795332,61.799999999999955
2.2e6,4850.0,2241.213612291429,61.899999999999864
2.2e6,4900.0,2265.621949575371,62.0
2.2e6,4950.0,2290.0605868824696,62.0
2.2e6,5000.0,2314.505874099384,62.200000000000045
2.2e6,5050.0,2338.9399423748605,62.200000000000045
2.2e6,5100.0,2363.3484497006693,62.299999999999955
2.2e6,5150.0,2387.7837675412406,62.40000000000009
2.2e6,5200.0,2412.219383023016,62.5
2.2e6,5250.0,2436.6901879243624,62.5
2.2e6,5300.0,2461.15730418167,62.59999999999991
2.2e6,5350.0,2485.575145600422,62.69999999999982
2.2e6,5400.0,2510.0566891176372,62.799999999999955
2.2e6,5450.0,2534.4832940271103,62.799999999999955
2.2e6,5500.0,2558.9309130312113,63.0
2.2e6,5550.0,2583.3997337330666,63.0
2.2e6,5600.0,2607.8552249140876,63.100000000000136
2.2e6,5650.0,2632.308029082986,63.09999999999991
2.2e6,5700.0,2656.810002050089,63.200000000000045
2.2e6,5750.0,2681.273057377644,63.299999999999955
2.2e6,5800.0,2705.7387178709137,63.399999999999864
2.2e6,5850.0,2730.204449699141,63.5
2.2e6,5900.0,2754.7044500195034,63.5
2.2e6,5950.0,2779.181077444236,63.600000000000136
2.2e6,6000.0,2803.657922555484,63.700000000000045
2.25e6,1000.0,329.10891653797614,51.899999999999864
2.25e6,1050.0,357.37516407798967,52.100000000000136
2.25e6,1100.0,385.0522016742413,52.299999999999955
2.25e6,1150.0,412.2550333812353,52.5
2.25e6,1200.0,439.0810854781864,52.69999999999982
2.25e6,1250.0,465.58677404747925,52.899999999999864
2.25e6,1300.0,491.83983637255284,53.100000000000136
2.25e6,1350.0,517.8634679096403,53.200000000000045
2.25e6,1400.0,543.7084341627962,53.5
2.25e6,1450.0,569.3891784693353,53.59999999999991
2.25e6,1500.0,594.9186031110312,53.90000000000009
2.25e6,1550.0,620.3440373972024,54.0
2.25e6,1600.0,645.6533093384242,54.200000000000045
2.25e6,1650.0,670.8803642537207,54.299999999999955
2.25e6,1700.0,696.0162485041916,54.5
2.25e6,1750.0,721.0775307029706,54.700000000000045
2.25e6,1800.0,746.0708063125601,54.899999999999864
2.25e6,1850.0,771.0239344459867,55.0
2.25e6,1900.0,795.9152375644213,55.09999999999991
2.25e6,1950.0,820.744314771484,55.299999999999955
2.25e6,2000.0,845.5472237972454,55.5
2.25e6,2050.0,870.3197940648374,55.600000000000136
2.25e6,2100.0,895.0474341820009,55.700000000000045
2.25e6,2150.0,919.7356265703003,55.899999999999864
2.25e6,2200.0,944.403238305022,56.09999999999991
2.25e6,2250.0,969.0545159929537,56.19999999999982
2.25e6,2300.0,993.6736035660491,56.299999999999955
2.25e6,2350.0,1018.2716612503194,56.5
2.25e6,2400.0,1042.8540341403157,56.59999999999991
2.25e6,2450.0,1067.4049065922131,56.799999999999955
2.25e6,2500.0,1091.9590642918115,56.90000000000009
2.25e6,2550.0,1116.4858788185895,57.0
2.25e6,2600.0,1140.9988728895125,57.200000000000045
2.25e6,2650.0,1165.4912680449747,57.200000000000045
2.25e6,2700.0,1189.9989308095496,57.399999999999864
2.25e6,2750.0,1214.4797939610037,57.600000000000136
2.25e6,2800.0,1238.9428786029948,57.600000000000136
2.25e6,2850.0,1263.41233704178,57.799999999999955
2.25e6,2900.0,1287.8625294311566,57.899999999999864
2.25e6,2950.0,1312.3252222891922,58.0
2.25e6,3000.0,1336.7546805417926,58.09999999999991
2.25e6,3050.0,1361.195801150377,58.200000000000045
2.25e6,3100.0,1385.6383259979289,58.40000000000009
2.25e6,3150.0,1410.0611410656231,58.5
2.25e6,3200.0,1434.4847480503558,58.59999999999991
2.25e6,3250.0,1458.9026178211204,58.700000000000045
2.25e6,3300.0,1483.3142057792488,58.799999999999955
2.25e6,3350.0,1507.719619601323,58.90000000000009
2.25e6,3400.0,1532.1392030065451,59.0
2.25e6,3450.0,1556.5343113484275,59.19999999999982
2.25e6,3500.0,1580.9511627593017,59.299999999999955
2.25e6,3550.0,1605.3521183439227,59.399999999999864
2.25e6,3600.0,1629.7524378570376,59.5
2.25e6,3650.0,1654.139241265336,59.59999999999991
2.25e6,3700.0,1678.522741598497,59.700000000000045
2.25e6,3750.0,1702.9156426309837,59.799999999999955
2.25e6,3800.0,1727.3360012544251,59.90000000000009
2.25e6,3850.0,1751.7321312514437,60.0
2.25e6,3900.0,1776.1347655459297,60.100000000000136
2.25e6,3950.0,1800.5289762978034,60.200000000000045
2.25e6,4000.0,1824.9263616354463,60.299999999999955
2.25e6,4050.0,1849.3063225029061,60.399999999999864
2.25e6,4100.0,1873.717261097347,60.5
2.25e6,4150.0,1898.0955271989794,60.5
2.25e6,4200.0,1922.4871003234787,60.600000000000136
2.25e6,4250.0,1946.898105360346,60.700000000000045
2.25e6,4300.0,1971.308184202339,60.899999999999864
2.25e6,4350.0,1995.682403273451,60.90000000000009
2.25e6,4400.0,2020.094153275196,61.100000000000136
2.25e6,4450.0,2044.5048104119849,61.09999999999991
2.25e6,4500.0,2068.9013776691963,61.19999999999982
2.25e6,4550.0,2093.2765181646787,61.19999999999982
2.25e6,4600.0,2117.721339642234,61.40000000000009
2.25e6,4650.0,2142.086467831944,61.5
2.25e6,4700.0,2166.527075068319,61.59999999999991
2.25e6,4750.0,2190.9448394756682,61.700000000000045
2.25e6,4800.0,2215.3525727496535,61.700000000000045
2.25e6,4850.0,2239.7356901550374,61.799999999999955
2.25e6,4900.0,2264.1870794211345,61.90000000000009
2.25e6,4950.0,2288.608054520692,62.0
2.25e6,5000.0,2312.9959940056115,62.0
2.25e6,5050.0,2337.4401002624245,62.200000000000045
2.25e6,5100.0,2361.8726280482497,62.200000000000045
2.25e6,5150.0,2386.297515091633,62.299999999999955
2.25e6,5200.0,2410.726305651826,62.399999999999864
2.25e6,5250.0,2435.149210549466,62.5
2.25e6,5300.0,2459.5412021208763,62.5
2.25e6,5350.0,2484.0214082004168,62.59999999999991
2.25e6,5400.0,2508.4169228119704,62.59999999999991
2.25e6,5450.0,2532.8856222141208,62.799999999999955
2.25e6,5500.0,2557.338322171446,62.799999999999955
2.25e6,5550.0,2581.7820769412738,62.90000000000009
2.25e6,5600.0,2606.2274980284938,63.0
2.25e6,5650.0,2630.661704892632,63.100000000000136
2.25e6,5700.0,2655.090816979247,63.09999999999991
2.25e6,5750.0,2679.5815724833346,63.200000000000045
2.25e6,5800.0,2703.9869342032375,63.200000000000045
2.25e6,5850.0,2728.4909457909157,63.40000000000009
2.25e6,5900.0,2752.955836355299,63.399999999999864
2.25e6,5950.0,2777.408413414399,63.5
2.25e6,6000.0,2801.869873936191,63.5
2.3e6,1000.0,328.6644064444985,51.80000000000018
2.3e6,1050.0,356.92458855977014,52.0
2.3e6,1100.0,384.5899840691457,52.200000000000045
2.3e6,1150.0,411.788740789608,52.40000000000009
2.3e6,1200.0,438.60403969077424,52.600000000000136
2.3e6,1250.0,465.10617431085336,52.799999999999955
2.3e6,1300.0,491.3451447791839,53.0
2.3e6,1350.0,517.3629182368919,53.200000000000045
2.3e6,1400.0,543.1915894100922,53.40000000000009
2.3e6,1450.0,568.8616833623805,53.600000000000136
2.3e6,1500.0,594.3888838067086,53.700000000000045
2.3e6,1550.0,619.7991825375209,53.899999999999864
2.3e6,1600.0,645.0954426623305,54.0
2.3e6,1650.0,670.310150352976,54.19999999999982
2.3e6,1700.0,695.4355245351373,54.40000000000009
2.3e6,1750.0,720.4763344278821,54.5
2.3e6,1800.0,745.4705822798035,54.69999999999982
2.3e6,1850.0,770.3962040925678,54.90000000000009
2.3e6,1900.0,795.2792787130849,55.09999999999991
2.3e6,1950.0,820.1066272964487,55.200000000000045
2.3e6,2000.0,844.8932388833747,55.299999999999955
2.3e6,2050.0,869.6488435264987,55.5
2.3e6,2100.0,894.3646746500892,55.700000000000045
2.3e6,2150.0,919.0415274537246,55.799999999999955
2.3e6,2200.0,943.6965148555588,55.90000000000009
2.3e6,2250.0,968.3358353222727,56.09999999999991
2.3e6,2300.0,992.9420771503052,56.200000000000045
2.3e6,2350.0,1017.5108808798153,56.399999999999864
2.3e6,2400.0,1042.0853471991854,56.59999999999991
2.3e6,2450.0,1066.6311417771053,56.600000000000136
2.3e6,2500.0,1091.1611028139216,56.799999999999955
2.3e6,2550.0,1115.6735905977387,56.90000000000009
2.3e6,2600.0,1140.1937955052947,57.100000000000136
2.3e6,2650.0,1164.6841825016563,57.200000000000045
2.3e6,2700.0,1189.1514076667293,57.299999999999955
2.3e6,2750.0,1213.6217973645073,57.40000000000009
2.3e6,2800.0,1238.0942537686403,57.59999999999991
2.3e6,2850.0,1262.540870375874,57.700000000000045
2.3e6,2900.0,1286.987586463927,57.799999999999955
2.3e6,2950.0,1311.412393647472,58.0
2.3e6,3000.0,1335.8515441019902,58.100000000000136
2.3e6,3050.0,1360.2712113563496,58.19999999999982
2.3e6,3100.0,1384.680457764112,58.200000000000045
2.3e6,3150.0,1409.0920114708165,58.399999999999864
2.3e6,3200.0,1433.4978926103995,58.59999999999991
2.3e6,3250.0,1457.9137731503147,58.59999999999991
2.3e6,3300.0,1482.3029950404414,58.799999999999955
2.3e6,3350.0,1506.708543045851,58.899999999999864
2.3e6,3400.0,1531.0891992526463,58.90000000000009
2.3e6,3450.0,1555.508814581134,59.09999999999991
2.3e6,3500.0,1579.8924702090083,59.100000000000136
2.3e6,3550.0,1604.2811205532873,59.299999999999955
2.3e6,3600.0,1628.6736466633,59.40000000000009
2.3e6,3650.0,1653.0315302354165,59.5
2.3e6,3700.0,1677.4337865226773,59.600000000000136
2.3e6,3750.0,1701.8115529555173,59.700000000000045
2.3e6,3800.0,1726.188991101725,59.799999999999955
2.3e6,3850.0,1750.5909118422303,59.90000000000009
2.3e6,3900.0,1774.970546344437,60.0
2.3e6,3950.0,1799.348341095495,60.09999999999991
2.3e6,4000.0,1823.7366276848256,60.200000000000045
2.3e6,4050.0,1848.1038612513994,60.299999999999955
2.3e6,4100.0,1872.4977177318738,60.40000000000009
2.3e6,4150.0,1896.863764313047,60.399999999999864
2.3e6,4200.0,1921.2431971587723,60.5
2.3e6,4250.0,1945.6440454229894,60.59999999999991
2.3e6,4300.0,1970.0308516376558,60.799999999999955
2.3e6,4350.0,1994.4043610737656,60.799999999999955
2.3e6,4400.0,2018.7762968335664,61.0
2.3e6,4450.0,2043.1756875336116,61.0
2.3e6,4500.0,2067.553704039221,61.100000000000136
2.3e6,4550.0,2091.957047866935,61.200000000000045
2.3e6,4600.0,2116.3620510334727,61.299999999999955
2.3e6,4650.0,2140.746421679557,61.299999999999955
2.3e6,4700.0,2165.1107124011937,61.399999999999864
2.3e6,4750.0,2189.5128297881333,61.600000000000136
2.3e6,4800.0,2213.9094569796534,61.59999999999991
2.3e6,4850.0,2238.3381604673464,61.700000000000045
2.3e6,4900.0,2262.7405200541994,61.799999999999955
2.3e6,4950.0,2287.1413315824207,61.799999999999955
2.3e6,5000.0,2311.5563126290876,61.90000000000009
2.3e6,5050.0,2335.9416244841163,62.0
2.3e6,5100.0,2360.330241809463,62.200000000000045
2.3e6,5150.0,2384.749372765087,62.200000000000045
2.3e6,5200.0,2409.148182637267,62.299999999999955
2.3e6,5250.0,2433.5964243295707,62.299999999999955
2.3e6,5300.0,2458.0286690630464,62.40000000000009
2.3e6,5350.0,2482.4059536378595,62.5
2.3e6,5400.0,2506.8675904943425,62.59999999999991
2.3e6,5450.0,2531.2927792610685,62.600000000000136
2.3e6,5500.0,2555.7058019599563,62.700000000000045
2.3e6,5550.0,2580.131589861816,62.799999999999955
2.3e6,5600.0,2604.5724090193203,62.899999999999864
2.3e6,5650.0,2629.0175737695367,63.0
2.3e6,5700.0,2653.4326650813696,63.100000000000136
2.3e6,5750.0,2677.879441294354,63.09999999999991
2.3e6,5800.0,2702.3128673859956,63.200000000000045
2.3e6,5850.0,2726.7763497169876,63.19999999999982
2.3e6,5900.0,2751.2079887608647,63.299999999999955
2.3e6,5950.0,2775.6402972630253,63.399999999999864
2.3e6,6000.0,2800.089923897696,63.40000000000009
2.35e6,1000.0,328.2181229190439,51.799999999999955
2.35e6,1050.0,356.47295954412573,52.0
2.35e6,1100.0,384.1328444235336,52.09999999999991
2.35e6,1150.0,411.32554970301845,52.299999999999955
2.35e6,1200.0,438.1295127380383,52.59999999999991
2.35e6,1250.0,464.62635569345383,52.700000000000045
2.35e6,1300.0,490.8512688923874,52.899999999999864
2.35e6,1350.0,516.8641845586562,53.100000000000136
2.35e6,1400.0,542.6777644562911,53.299999999999955
2.35e6,1450.0,568.3362451869523,53.5
2.35e6,1500.0,593.8589341704733,53.59999999999991
2.35e6,1550.0,619.2553890182681,53.799999999999955
2.35e6,1600.0,644.5440614067276,53.899999999999864
2.35e6,1650.0,669.7418130655979,54.19999999999982
2.35e6,1700.0,694.858011164567,54.299999999999955
2.35e6,1750.0,719.892319571198,54.399999999999864
2.35e6,1800.0,744.8705913109648,54.59999999999991
2.35e6,1850.0,769.7787799789602,54.799999999999955
2.35e6,1900.0,794.6438747229736,55.0
2.35e6,1950.0,819.473460327208,55.09999999999991
2.35e6,2000.0,844.2480426787087,55.30000000000018
2.35e6,2050.0,868.9804084893307,55.5
2.35e6,2100.0,893.6828430768525,55.59999999999991
2.35e6,2150.0,918.3596800664603,55.700000000000045
2.35e6,2200.0,943.0032207738941,55.90000000000009
2.35e6,2250.0,967.6145222110378,56.0
2.35e6,2300.0,992.2091967706698,56.200000000000045
2.35e6,2350.0,1016.7841165993883,56.299999999999955
2.35e6,2400.0,1041.3288632375109,56.399999999999864
2.35e6,2450.0,1065.8773371083948,56.59999999999991
2.35e6,2500.0,1090.3872307136794,56.700000000000045
2.35e6,2550.0,1114.8990649423752,56.799999999999955
2.35e6,2600.0,1139.3742197083727,57.0
2.35e6,2650.0,1163.856370876134,57.100000000000136
2.35e6,2700.0,1188.3356210011345,57.200000000000045
2.35e6,2750.0,1212.7907422258797,57.40000000000009
2.35e6,2800.0,1237.2143713572675,57.5
2.35e6,2850.0,1261.6688329046062,57.59999999999991
2.35e6,2900.0,1286.0918069554252,57.799999999999955
2.35e6,2950.0,1310.5254213316236,57.80000000000018
2.35e6,3000.0,1334.9301150890317,57.899999999999864
2.35e6,3050.0,1359.3492423075238,58.100000000000136
2.35e6,3100.0,1383.7547431550452,58.19999999999982
2.35e6,3150.0,1408.1581629619916,58.30000000000018
2.35e6,3200.0,1432.5555673547778,58.40000000000009
2.35e6,3250.0,1456.9297819275241,58.59999999999991
2.35e6,3300.0,1481.33361109529,58.600000000000136
2.35e6,3350.0,1505.719120384422,58.80000000000018
2.35e6,3400.0,1530.0938146867359,58.899999999999864
2.35e6,3450.0,1554.468468583713,58.90000000000009
2.35e6,3500.0,1578.8254356076911,59.100000000000136
2.35e6,3550.0,1603.2030981770786,59.100000000000136
2.35e6,3600.0,1627.599260024329,59.299999999999955
2.35e6,3650.0,1651.9562853671644,59.399999999999864
2.35e6,3700.0,1676.3429707917037,59.5
2.35e6,3750.0,1700.7114318647657,59.59999999999991
2.35e6,3800.0,1725.0505315194403,59.59999999999991
2.35e6,3850.0,1749.453721565078,59.799999999999955
2.35e6,3900.0,1773.814302193603,59.90000000000009
2.35e6,3950.0,1798.1801911685911,60.0
2.35e6,4000.0,1822.5572063242757,60.09999999999991
2.35e6,4050.0,1846.9127511504676,60.200000000000045
2.35e6,4100.0,1871.2932861652484,60.299999999999955
2.35e6,4150.0,1895.649460019294,60.299999999999955
2.35e6,4200.0,1920.0165242482792,60.40000000000009
2.35e6,4250.0,1944.3988920805414,60.5
2.35e6,4300.0,1968.7623430112085,60.700000000000045
2.35e6,4350.0,1993.1401771000353,60.700000000000045
2.35e6,4400.0,2017.488845312281,60.799999999999955
2.35e6,4450.0,2041.8513998417498,60.90000000000009
2.35e6,4500.0,2066.242522185565,61.0
2.35e6,4550.0,2090.6401616956355,61.100000000000136
2.35e6,4600.0,2114.995985907302,61.200000000000045
2.35e6,4650.0,2139.39882011336,61.299999999999955
2.35e6,4700.0,2163.7720643662956,61.299999999999955
2.35e6,4750.0,2188.150057635433,61.40000000000009
2.35e6,4800.0,2212.5413270461704,61.5
2.35e6,4850.0,2236.9257689768133,61.59999999999991
2.35e6,4900.0,2261.286111226105,61.600000000000136
2.35e6,4950.0,2285.700754039727,61.80000000000018
2.35e6,5000.0,2310.095516712296,61.799999999999955
2.35e6,5050.0,2334.4860971436583,62.0
2.35e6,5100.0,2358.8847160912233,62.0
2.35e6,5150.0,2383.2805902240784,62.100000000000136
2.35e6,5200.0,2407.679933232322,62.200000000000045
2.35e6,5250.0,2432.0647642963622,62.299999999999955
2.35e6,5300.0,2456.462508572062,62.299999999999955
2.35e6,5350.0,2480.884912288372,62.40000000000009
2.35e6,5400.0,2505.2891761420574,62.5
2.35e6,5450.0,2529.6645430522935,62.5
2.35e6,5500.0,2554.0834825611355,62.700000000000045
2.35e6,5550.0,2578.500545191487,62.80000000000018
2.35e6,5600.0,2602.902137362023,62.700000000000045
2.35e6,5650.0,2627.357818476524,62.799999999999955
2.35e6,5700.0,2651.7911004117864,62.90000000000009
2.35e6,5750.0,2676.1760776085216,63.0
2.35e6,5800.0,2700.639925830358,63.100000000000136
2.35e6,5850.0,2725.0669441606324,63.09999999999991
2.35e6,5900.0,2749.4732483965604,63.200000000000045
2.35e6,5950.0,2773.8885452785785,63.200000000000045
2.35e6,6000.0,2798.3261829010353,63.299999999999955
2.4e6,1000.0,327.7767374248977,51.600000000000136
2.4e6,1050.0,356.02712355644815,51.799999999999955
2.4e6,1100.0,383.6869424074586,52.0
2.4e6,1150.0,410.8658951264711,52.299999999999955
2.4e6,1200.0,437.6629854072005,52.40000000000009
2.4e6,1250.0,464.1499587385055,52.600000000000136
2.4e6,1300.0,490.36391702153924,52.80000000000018
2.4e6,1350.0,516.3669042509384,53.0
2.4e6,1400.0,542.1726043472012,53.100000000000136
2.4e6,1450.0,567.8179254322675,53.30000000000018
2.4e6,1500.0,593.3345720857753,53.5
2.4e6,1550.0,618.7195984509982,53.700000000000045
2.4e6,1600.0,643.9978402380434,53.90000000000009
2.4e6,1650.0,669.1816590697623,54.100000000000136
2.4e6,1700.0,694.2838631551678,54.19999999999982
2.4e6,1750.0,719.311995818733,54.40000000000009
2.4e6,1800.0,744.2790227891828,54.5
2.4e6,1850.0,769.1769810405807,54.700000000000045
2.4e6,1900.0,794.0375249664246,54.899999999999864
2.4e6,1950.0,818.8409972285327,55.0
2.4e6,2000.0,843.6055455129778,55.19999999999982
2.4e6,2050.0,868.3211916998216,55.30000000000018
2.4e6,2100.0,893.0119173306847,55.40000000000009
2.4e6,2150.0,917.6807132731686,55.59999999999991
2.4e6,2200.0,942.3112806428798,55.799999999999955
2.4e6,2250.0,966.9077087074652,55.899999999999864
2.4e6,2300.0,991.4869311650762,56.0
2.4e6,2350.0,1016.0588108375903,56.200000000000045
2.4e6,2400.0,1040.5977869577994,56.299999999999955
2.4e6,2450.0,1065.1164654486067,56.5
2.4e6,2500.0,1089.6272305295395,56.600000000000136
2.4e6,2550.0,1114.11508812216,56.799999999999955
2.4e6,2600.0,1138.5928624487065,56.899999999999864
2.4e6,2650.0,1163.057997980268,57.0
2.4e6,2700.0,1187.4962785873997,57.09999999999991
2.4e6,2750.0,1211.9434726111124,57.19999999999982
2.4e6,2800.0,1236.3911970554036,57.40000000000009
2.4e6,2850.0,1260.81260019998,57.5
2.4e6,2900.0,1285.2333887057357,57.600000000000136
2.4e6,2950.0,1309.6235133241844,57.799999999999955
2.4e6,3000.0,1334.0392459553618,57.899999999999864
2.4e6,3050.0,1358.4285871947645,58.0
2.4e6,3100.0,1382.830325591374,58.09999999999991
2.4e6,3150.0,1407.2034448361387,58.19999999999982
2.4e6,3200.0,1431.5920829766096,58.30000000000018
2.4e6,3250.0,1455.981261708904,58.40000000000009
2.4e6,3300.0,1480.348079877048,58.5
2.4e6,3350.0,1504.7163777400265,58.59999999999991
2.4e6,3400.0,1529.0950857051012,58.799999999999955
2.4e6,3450.0,1553.4332589037601,58.90000000000009
2.4e6,3500.0,1577.8158323159514,59.0
2.4e6,3550.0,1602.1727188248562,59.100000000000136
2.4e6,3600.0,1626.5299479977118,59.200000000000045
2.4e6,3650.0,1650.8975963965338,59.299999999999955
2.4e6,3700.0,1675.2615005530245,59.399999999999864
2.4e6,3750.0,1699.6128947690738,59.5
2.4e6,3800.0,1723.9393628802125,59.59999999999991
2.4e6,3850.0,1748.3278006349635,59.700000000000045
2.4e6,3900.0,1772.6778966919794,59.799999999999955
2.4e6,3950.0,1797.0310714640277,59.899999999999864
2.4e6,4000.0,1821.3909452613611,60.0
2.4e6,4050.0,1845.719606304456,60.100000000000136
2.4e6,4100.0,1870.0986915188028,60.200000000000045
2.4e6,4150.0,1894.45022892234,60.299999999999955
2.4e6,4200.0,1918.8075819581004,60.399999999999864
2.4e6,4250.0,1943.1652941702835,60.5
2.4e6,4300.0,1967.4903268825447,60.600000000000136
2.4e6,4350.0,1991.8813979781196,60.700000000000045
2.4e6,4400.0,2016.2356972163793,60.700000000000045
2.4e6,4450.0,2040.592404987919,60.799999999999955
2.4e6,4500.0,2064.958894566507,60.899999999999864
2.4e6,4550.0,2089.315199573539,61.0
2.4e6,4600.0,2113.672487460635,61.100000000000136
2.4e6,4650.0,2138.030496368899,61.200000000000045
2.4e6,4700.0,2162.413829925247,61.299999999999955
2.4e6,4750.0,2186.782591521091,61.399999999999864
2.4e6,4800.0,2211.1400868069736,61.5
2.4e6,4850.0,2235.4977579258225,61.5
2.4e6,4900.0,2259.9008233819,61.600000000000136
2.4e6,4950.0,2284.2539405959865,61.59999999999991
2.4e6,5000.0,2308.6203279783044,61.799999999999955
2.4e6,5050.0,2333.0120600546097,61.90000000000009
2.4e6,5100.0,2357.384692942381,62.0
2.4e6,5150.0,2381.7641849592937,62.0
2.4e6,5200.0,2406.1646845338446,62.09999999999991
2.4e6,5250.0,2430.566788866319,62.200000000000045
2.4e6,5300.0,2454.926619053129,62.299999999999955
2.4e6,5350.0,2479.345095726179,62.299999999999955
2.4e6,5400.0,2503.698844364857,62.299999999999955
2.4e6,5450.0,2528.113849580819,62.5
2.4e6,5500.0,2552.52368011253,62.59999999999991
2.4e6,5550.0,2576.9224287279817,62.600000000000136
2.4e6,5600.0,2601.3077455915845,62.700000000000045
2.4e6,5650.0,2625.710511889624,62.700000000000045
2.4e6,5700.0,2650.1473699016788,62.799999999999955
2.4e6,5750.0,2674.5068087537097,63.0
2.4e6,5800.0,2698.9690356169963,63.0
2.4e6,5850.0,2723.375873377647,63.0
2.4e6,5900.0,2747.766319845361,63.100000000000136
2.4e6,5950.0,2772.1719518765267,63.200000000000045
2.4e6,6000.0,2796.6017154549686,63.200000000000045
2.45e6,1000.0,327.34568247130386,51.5
2.45e6,1050.0,355.59281776098925,51.69999999999982
2.45e6,1100.0,383.2441687233512,51.90000000000009
2.45e6,1150.0,410.4157402266884,52.09999999999991
2.45e6,1200.0,437.2080608815694,52.299999999999955
2.45e6,1250.0,463.6789972200878,52.59999999999991
2.45e6,1300.0,489.8909090377513,52.700000000000045
2.45e6,1350.0,515.8758747162716,52.899999999999864
2.45e6,1400.0,541.6815854341054,53.100000000000136
2.45e6,1450.0,567.3161135216076,53.19999999999982
2.45e6,1500.0,592.8138537058347,53.5
2.45e6,1550.0,618.1845376305768,53.700000000000045
2.45e6,1600.0,643.4578439792731,53.80000000000018
2.45e6,1650.0,668.6230630371125,54.0
2.45e6,1700.0,693.7144252539795,54.200000000000045
2.45e6,1750.0,718.7392271095032,54.299999999999955
2.45e6,1800.0,743.6915844488626,54.5
2.45e6,1850.0,768.5838475817569,54.59999999999991
2.45e6,1900.0,793.4248046156441,54.799999999999955
2.45e6,1950.0,818.2065440992681,55.0
2.45e6,2000.0,842.9588597584113,55.100000000000136
2.45e6,2050.0,867.6822126929414,55.200000000000045
2.45e6,2100.0,892.3608508749346,55.40000000000009
2.45e6,2150.0,916.9926397616043,55.59999999999991
2.45e6,2200.0,941.6110510008338,55.600000000000136
2.45e6,2250.0,966.2189973865965,55.799999999999955
2.45e6,2300.0,990.7890143492688,56.0
2.45e6,2350.0,1015.3217255580521,56.200000000000045
2.45e6,2400.0,1039.8545719278538,56.299999999999955
2.45e6,2450.0,1064.3653879300487,56.40000000000009
2.45e6,2500.0,1088.8499978588445,56.600000000000136
2.45e6,2550.0,1113.3352770000815,56.59999999999991
2.45e6,2600.0,1137.8041453324806,56.80000000000018
2.45e6,2650.0,1162.2546471398937,56.90000000000009
2.45e6,2700.0,1186.696189816253,57.0
2.45e6,2750.0,1211.127146635473,57.200000000000045
2.45e6,2800.0,1235.545864359675,57.299999999999955
