R,amplitude,period
6747.736405287907,3080.2083175506127,61.74534101131479
3372.701314667515,1473.8957654009785,56.18419084336574
3403.220916695547,1488.7937099286528,56.19514357253507
4948.671461761365,2223.744162962188,58.95897923648721
5556.124688716069,2512.574329588785,60.04854878126105
5272.292496027496,2377.7765038713924,59.56863315409123
3700.1973562356316,1630.1697638496264,56.900307928525365
5786.03993588091,2622.246806144904,60.47462535921227
12310.660801460017,5744.010620797019,66.97398594240224
5338.6423987421185,2409.3683485309307,59.833854468940956
9100.903785491782,4204.398856638864,63.95674744350231
5120.6464460159295,2305.678079574267,59.496553902587834
4587.091125688,2051.962873337693,58.28502805880191
10881.271941814668,5056.767450929244,65.61876522962893
5848.116588219416,2651.428437052385,60.456573797726094
1942.4980999104814,789.2405276421434,52.56928607733175
4971.029729762101,2234.572259384697,59.089881110701185
4441.1876685078905,1982.6306547677332,58.119596113905914
4582.735217968056,2049.852327278729,58.42371376623157
8672.531480839196,3999.1475057937673,63.64344595421619
4705.048213088978,2107.7036585171863,58.42258143009008
8109.4331716130955,3730.351958080215,62.98249830407656
4742.555633321056,2125.7012457009623,58.72934355873042
4312.671904496462,1921.2693997480064,58.13149250516801
9270.095533642147,4284.8055725253425,64.43109295434056
9007.663287233634,4159.7162890428135,63.95104676947807
4249.116542108475,1891.1925273087008,58.01835164538858
4546.828305526146,2032.4988554046167,58.49520685325314
4959.671947559651,2229.1220123964767,59.155201076152935
5289.0511004739465,2385.8289401984994,59.71993618068268
6582.1871408881225,3001.6127000038896,61.50472503726445
5083.1594923740495,2287.9563513830713,59.30857352187826
10338.747393281043,4797.277504426707,65.1569705872526
9803.348640361583,4540.4797082251025,64.63429898182585
5600.7520393616,2534.1338910158047,59.91809009146999
8309.395495921239,3825.8184607729945,63.44412501479525
4518.933912305798,2019.0464747925596,58.34371755375537
4400.684568409398,1962.8392200053695,58.01775719507083
2673.2651689208333,1140.7859039325122,54.605256126071026
3384.475693695772,1479.9769425093145,56.253516342188675
4095.4323935442562,1818.2044413883427,57.60711855421175
5681.870750938928,2571.9250119713165,60.15078729248006
4796.239492696946,2151.4811703838413,58.773390201825066
4788.86502047139,2147.943224338747,58.64737665704865
4961.70756992208,2229.9304074305383,59.30583079323287
6065.89421097056,2755.368561093704,60.613317065448655
6631.960164697619,3025.1342537165406,61.43862210007018
4259.52120936446,1896.1457076212666,57.75548176497438
3288.1609572597426,1433.871261161208,55.923703965624895
3752.2432945806017,1654.8842700174037,57.114554035140316
6708.354682026282,3061.504405666874,61.53534479390186
4830.942979001462,2167.498294274616,58.99223127232926
8519.849054465896,3926.231842590818,63.41789398254264
5269.454127753329,2376.3536562662994,59.55995226047645
6028.137454114443,2737.528940521296,60.68695124098667
6750.063085055694,3081.6484231426402,61.377276552950434
7021.794382002463,3211.0459421642836,61.896693165467184
8048.400496351395,3701.199255061431,63.078639885156235
1913.9680318492547,775.3504144420777,52.50822175616855
5085.671753751488,2288.9879390853876,59.43690859424572
3555.475580925337,1561.2543443571597,56.65542452217613
6982.47139118702,3192.2867350508814,61.75039800334497
5257.539205633372,2370.9092479472006,59.69456484912257
3111.417508987776,1349.818327876457,55.633280647562
5349.389279762929,2414.3170835285673,59.64357554520569
9110.09961514163,4208.763291230786,64.14791623786078
5392.581384299855,2435.141730696583,59.67490397878743
5906.126036995947,2679.3274460777666,60.383708526522355
4397.116911577595,1961.097905072427,58.173916898704306
5208.115498978458,2347.359105254679,59.3571019404219
6659.7203892940015,3038.417040620361,61.5746620227427
4557.661410112612,2037.6826696234093,58.37132371669725
2111.26961749485,870.881808815903,52.970784596317344
3359.064844213849,1467.69089597884,55.91941961391012
8891.846766950488,4104.122613288038,64.01138464714586
7855.539057006282,3608.626343626765,63.04462256798291
4170.650168074109,1853.8154924519035,57.94899626752755
6976.7767173740085,3189.076503628467,61.92258236631454
4600.325202504315,2058.0738052647825,58.38965197042245
5498.419115630734,2485.1016859757688,60.13903906569482
8333.556773340415,3837.436477123114,63.163700342591255
5944.868375411873,2697.5180576577272,60.78148559429877
4418.995544219869,1971.7814225775442,58.3168042943754
6851.2238900310695,3129.8786662157927,61.59660233328782
4109.173691693068,1824.566257121989,57.832234132166604
4943.105691226407,2220.990134973706,59.16951469541982
5448.763811325119,2461.5660934955304,59.80402527840221
6636.201873046305,3027.1018462946977,61.45434315598982
10211.806315215199,4736.312999855159,65.08651534459653
3462.0216172811865,1516.7017286767652,56.20034018061568
7051.863342475139,3224.958830375099,62.19718557403553
6833.580226945484,3121.276072357066,61.59912715223413
5431.459734681651,2453.5552605646426,59.784457692195474
1980.2161595021935,807.4043549572168,52.283364132370025
6144.4392505295245,2792.705165479601,60.97843810997
5855.060322397114,2655.1503917002324,60.14446515189911
5468.45435739449,2471.1360614654086,59.633343204016455
4262.697830524847,1897.3420503441453,58.2047959002395
4544.307946546918,2031.6375992899864,58.58659852231415
5734.737263642641,2597.973186132778,60.04405931632209
9581.249505696718,4434.108852856059,64.47838395662126
6068.72428774777,2756.7295156297196,60.415665085773924
5613.028071247589,2540.0754986918064,59.901734998469465
2956.980690214595,1275.832678702288,55.59166358802088
4121.681333253659,1830.0951644882534,57.41398293864262
3918.3853162928717,1733.6638003040262,57.37450148485965
4242.505106143702,1888.1600643414515,57.74781366225801
5189.808296784765,2338.235218689278,59.143310570883216
6705.538771516383,3060.1381424299607,61.49556626942103
4680.3680814861045,2095.998448120384,58.723036098794864
7141.028715005015,3267.757368937923,62.0649041040557
10719.682783127597,4979.2167757530415,65.63179507464412
4988.185961061873,2242.4818828887273,58.86946076482826
8087.249273452247,3719.6599529177674,63.05641952169867
6383.457556933036,2906.301952156342,61.2332386376238
3284.100201246399,1432.0640024726756,55.965641102729364
3561.6816454173636,1564.241948915178,56.3930408114465
6704.32524695792,3059.708709940741,61.48693144975414
3789.9723295979984,1672.8775556943092,57.001749071172924
5089.220420122077,2290.7649813793328,59.3371964160209
4506.730324206337,2013.5855978688194,58.12212132473638
8642.246451569956,3984.8647813559214,63.62481921922296
11059.666257001853,5142.457698237287,65.88166221034214
4296.240705427008,1913.51507048369,57.82063818546317
2826.9024274486483,1214.2019913299305,55.07651771555817
3560.6335788466668,1563.7490706582282,56.42095429671741
3812.6807951069777,1683.4043349416954,57.293681306255735
3752.604753527189,1655.1819763683864,56.8713819419587
5023.111488947478,2259.2168936030325,59.022399851494015
4043.594435838549,1793.476776390435,57.2935178100405
2983.423849363615,1288.6801590821347,55.53458583646335
7023.927440362593,3212.1916322741636,61.830012496506185
3826.1590857713786,1690.1617402756342,57.12368748629984
8918.023014547596,4116.605894709777,63.73473720845618
8482.130482083627,3907.6738724202783,63.44107327681934
3605.359886098036,1585.0200411942105,56.5826434018756
2809.5221593862875,1205.6909390570945,54.79565227884592
4813.832664700665,2159.492810302954,58.82684061700661
4626.931026614732,2070.9547434356346,58.687605900928986
5690.6151183534885,2576.8534029025172,60.39861969498543
9188.259194374925,4245.556179915834,64.13665616293014
4446.763588949131,1984.9923976700045,58.027358987772914
3074.7910365273847,1332.4024623530904,55.22603862249173
9434.96659333233,4364.0646427154115,64.12589078837988
9604.84484384368,4445.314664248898,64.39390893716438
5473.426727090389,2473.562531683177,59.93761534898647
4723.3106701396855,2116.571842561901,58.68354513360424
3610.710284469701,1587.4265902428244,56.38839361665811
3781.927552748498,1669.0106366322307,56.97579473793439
3774.135498741791,1665.3958518995232,57.078216708372736
3850.2347129918476,1701.5037544382906,57.143407287747834
2945.521523499196,1270.5773958118548,54.93250915747876
6215.85511370932,2826.978882323885,60.8149463049063
3114.0441839012146,1351.1318007498055,55.542070672117404
10778.604956869549,5007.720676036837,65.57441928913732
5840.701940580626,2648.0637902245776,60.41344331471788
5418.755663152999,2447.317402813758,59.96937926847011
4181.692586429712,1859.0325099085364,58.0089181026168
4253.6895293095085,1893.3373453529803,57.736804436597595
5247.826771577176,2366.259972139898,59.6267772610928
5765.416961894898,2612.0675801528246,60.50359386331593
5703.725654133829,2583.2214508179422,60.19585287041991
3133.5457388338073,1360.1636604608798,55.80771653855675
5697.893041277507,2580.4008460637874,60.0959249491155
4267.070703140991,1899.6321687744403,57.821966940187
3359.779555606946,1468.0576293255783,56.09165520988654
8406.178369691675,3872.1490779180203,63.39768508945559
3351.3802983239575,1464.2234374697969,56.27852581055811
6160.351634105799,2800.646569470213,60.86967112516959
6920.136108720343,3162.114475244049,61.95953764221332
3016.624888019583,1304.3081374124831,55.208420346724324
7581.071181043202,3477.4967527582567,62.484931205631256
2978.942428111929,1286.6964155378198,55.21911416810963
10469.613237200809,4859.059741984282,65.28588581830257
7983.786054113697,3670.121898320894,62.75068049114924
4013.1884616359175,1778.8048044886953,57.54281917227297
4940.911189441023,2220.0393148056264,59.24843748535892
12076.019498776453,5629.759467214158,66.3090324897334
6268.540274701946,2851.780423466906,60.95622695170391
5280.5091838484705,2381.350491687361,59.580489495624306
4650.353492855332,2082.0592062594806,58.66079305570281
4138.404110788763,1837.8612503453207,57.29525373191581
3296.892987585839,1438.2130878202836,55.9007516037675
6138.001247984528,2789.9956498401752,60.7784720927163
3335.3095249527787,1456.558225330893,55.8999091140999
5824.374550798255,2640.606175371873,60.31584054685504
4103.421607716161,1821.7683715591916,57.533073805542244
4744.729052922225,2126.966697051013,58.84828077266519
5360.9141633684985,2420.084089344407,59.71417715190387
5110.941576621676,2301.1464099389623,59.41564347112546
9039.613860892061,4174.644953502802,63.97998234524658
8389.548047115408,3864.070943134986,63.35683520342707
3093.0619268814175,1341.1276877024168,55.47505753961559
3557.6270097352053,1562.367072255647,56.59122385870188
4575.327744724312,2045.9260985350472,58.246984940814514
5312.773082729375,2396.700862748557,59.3415612837382
4735.7437468894195,2122.167378892189,58.72591379075965
2406.104347073235,1012.6139128789612,54.107712055044374
3868.895727253256,1710.5009817040736,57.03036213230587
4520.683647055549,2020.03310146825,58.05951080977053
7529.257559171333,3453.0901323646735,62.550670360834545
5175.39738006513,2331.344422160361,59.601605639139734
3000.0507861390865,1296.8153792301043,55.331983961230094
3062.69837830426,1326.7128145856839,55.52548758824747
7472.121774201468,3425.452743911393,62.58943770046113
4494.834010537666,2008.1239077566875,58.31618477801163
4220.733946678503,1877.3837617180245,58.04218071742889
7680.282000505218,3525.302934021641,62.721150407801986
4315.584267516122,1922.9024326353085,57.90310161626337
6589.779640465499,3004.9966676221106,61.467362234252505
3729.9879869683805,1644.3107367769353,56.88983925048046
3632.471843863035,1597.8978394018231,56.92681852504444
1972.8220560858792,803.906925054174,52.5825552147943
9764.543953796257,4522.0777364599335,64.7215322132796
6202.037859914423,2819.9760882689798,60.731445909849754
6608.515459351056,3014.1679277042335,61.534803198205736
4204.818605634381,1870.2396139084024,57.913005700009535
11983.778991686899,5585.792587843604,66.33567185265406
10722.805351184554,4981.340525305122,65.64150355525305
4746.821438333294,2127.6097745480083,58.41034949188173
4827.309888989471,2166.2701654144257,58.96860701850113
6104.014960780903,2773.462755225285,60.69820428682999
4885.641504757108,2193.9818239313436,58.94946402962523
2658.741514038836,1133.826179720076,54.54426970306787
3153.0636265823496,1369.55306547535,55.8493677594181
5465.986180426765,2470.0861634388625,59.922879298596285
10802.285474218585,5018.586069757629,65.72391180246188
5194.302463706117,2340.515959391079,59.39993426946705
3993.278855187767,1769.4451732586697,57.59385517093824
6373.350543344661,2901.6248990328304,61.06438388755549
7636.073186116774,3504.2268060412844,62.68382807263845
3584.3492030451225,1574.8624093659935,56.57579619617985
5514.6622092171265,2492.746658347195,60.17011779758997
3997.585439188796,1771.4914170207574,57.345825616562024
5933.548713467036,2692.4572660292374,60.51919777840908
8768.26412088282,4045.254388910895,63.845329263421604
5478.376057030521,2475.8214285607623,60.08939677458483
4546.791350440733,2032.685220445244,58.53710375484968
4191.298308516101,1863.8216353604737,57.866694833262784
8491.404159744905,3912.3142161127994,63.47205717885504
9026.585918339866,4168.294099921922,64.08969679100721
3980.929349664825,1763.6742076309793,57.38360508123236
9307.267318664803,4302.75678970154,64.28792740061624
4154.032261341147,1845.8711077149203,57.680250552917585
5238.949503998062,2361.698310726051,59.57599944455126
9309.066289453112,4303.92394712862,64.09334895669144
9873.161981771147,4574.155775337047,64.59363398671098
7534.4296232272545,3455.7770231720283,62.58823338620863
3450.016797448918,1511.1400474368877,56.36423637016122
4105.41128691434,1822.9344727934567,57.72033756491584
3636.943023106383,1599.931609016155,56.399671655541965
3855.558083309212,1703.8831827826198,57.15316845721077
5778.804630964237,2618.5707932799755,60.2368565229404
3673.8809546412235,1617.5631501249204,56.85261616433928
5695.66917145379,2579.0533466160223,60.00637232668089
5144.19328589468,2316.97229533818,59.24133428233279
7627.9981102036445,3499.7407100212627,62.75816443478874
3360.655307540829,1468.5198035074375,56.08998367829963
1888.9935182579452,763.2364791389393,52.46086546151787
5225.921966502784,2355.5882774065635,59.55297068297938
6415.14889356996,2921.804333496113,61.1425857711161
3027.06643441104,1309.5150988922007,55.14929545316443
5904.4524729903615,2678.2859561044675,60.72926171580889
6298.814886787485,2866.5774061514494,61.058313088742466
6933.158268315468,3168.6862852909057,61.70683857994868
6345.088538757629,2888.434902685338,60.836372696773424
3910.2428693071724,1729.645250051508,57.159882215540335
9883.609572029643,4578.946939447193,64.72050981520465
3201.3195076649636,1392.7202941135934,55.78630552548822
1719.1305276384019,680.2783267731686,51.590900313593124
5660.8749805950065,2562.6060664416677,60.10122667434558
7524.032710078748,3449.5314702982305,62.148253560564
8013.839966467744,3684.4407442991924,62.979615842133796
4224.9474615736,1879.615951039918,57.834205241372956
4194.59372836846,1865.144700009799,57.791168784049546
3646.379100002286,1604.560368352795,56.92221922108274
5840.655648918458,2648.1825587079775,60.55033321910798
5317.1845294992145,2399.0047630870245,59.411804878401426
4405.066845981531,1965.2827881469898,58.427635689167005
6632.591638854497,3025.4770893152554,61.31977754746197
2765.8693636967414,1185.0356431262137,54.58445862829308
3522.2809720152445,1545.4564334701772,56.368454553582296
7441.6025399221435,3411.469786589145,62.39970158109196
3189.606506392818,1387.1422791336656,55.61195000169789
4969.059717832345,2233.347276090341,59.01581949652507
6746.149463954953,3079.6931467851323,61.60136828607273
4156.4634714040785,1847.117876739346,57.676013564825155
3692.2281845618095,1626.3042957190316,56.97360865050058
6862.078641172318,3134.6602690155446,61.68476098344763
4553.734785008203,2036.096074059301,58.19157702206502
3141.057986213395,1363.9936643540761,55.57384387660932
10459.967613665827,4854.707042380625,65.41242302970124
6524.5267103723445,2973.990223421237,61.37492005843768
4534.5770123331395,2026.9560399946793,58.42219169297732
6168.251540596912,2804.2557460535972,60.56438494321583
5697.076178707335,2579.948083241114,60.174604113942735
5685.362336543363,2574.248763566476,60.19493120875899
6829.805292676566,3118.967162288431,61.30939229290698
7380.101430307074,3382.1151519834,62.4200862224576
7491.698147574435,3435.236135609115,62.22774166765561
2775.197004577096,1189.2571101412389,54.47628090468032
5549.417980779801,2509.6587057237393,59.84968980322401
4776.449419480552,2141.1098974699416,59.12927938235447
5232.933556295132,2359.047449503026,59.24724176013984
5183.834144699504,2335.5943441435275,59.35696366816268
4351.490547279932,1939.914425117604,58.22905713366174
7415.809449941853,3399.15405869278,62.34415632461298
4864.61060250608,2183.9304980063635,58.886360802565434
5879.606383110968,2666.473691461549,60.39204151390891
4253.465329806481,1893.3802984954257,57.81420217872102
7229.471857102788,3309.7402311716946,62.03919846551656
4613.608524873356,2063.8031590817977,58.2927727120034
7344.925295665939,3364.837611277615,62.16447888498402
4112.936507079792,1826.5133543837355,57.54895151694046
7997.171633849459,3676.2059161843245,62.94684215355403
5815.65876228513,2636.3713117244292,60.088804662471034
3577.359580822271,1571.6899903430349,56.80685253834628
3574.408682285295,1570.1370572177295,56.42643798364577
5081.335966013364,2287.0493841675543,59.362194460101534
3754.0168644535006,1655.6379899278932,56.828563946016175
6356.914174873082,2894.181649721901,60.9223222677756
5518.430027624847,2494.4935791047387,59.94821080867996
4196.204250890493,1866.1633441635688,57.63431212198253
3964.108770696882,1755.6209928318979,57.09063256609113
5665.16126298591,2564.864803747722,60.08948379681357
6051.477790558771,2748.495261969508,60.41287777104412
6010.063476821984,2728.530079816769,60.67629907391097
4301.127134951755,1915.9201740858934,57.96021592554058
2578.5345395930417,1095.233634211978,54.575035779027246
2889.6104423905826,1244.1002967694844,55.15587489484005
8698.81381529282,4011.318594488941,63.445704562189974
3332.829126972352,1455.3541140828784,55.97010528558445
6209.877556108226,2823.9604066209054,60.796390646698
10339.377247167948,4797.513378524556,65.22332049728601
3628.2270016508614,1595.944784165296,56.544363034088974
6737.871694056037,3075.770518016023,61.59402039740252
6381.651394769543,2905.9685428420044,61.12054190774654
3469.2288673951102,1520.1725836705023,56.195119060394745
3494.614839443306,1532.4179924641326,56.465702639415554
4965.792265587067,2231.6966720289583,59.1704944699236
5836.7429980318475,2646.492220802485,60.42148426613494
2993.153917366809,1293.537944702095,55.20819157198309
5295.407934628722,2388.7806812543377,59.37971817904349
4928.572155852856,2214.1204052201847,59.02912232978542
5057.570429144817,2275.3526886075197,59.197975104537306
11537.330935105703,5371.987209454189,66.27151624654209
5041.355921187377,2268.06860268668,59.127445650925665
6603.3460658838385,3011.6660305639934,61.287124096478124
3247.2033359918446,1414.6204939184674,55.91274346912371
6152.323531137671,2796.782771833578,60.90613947598729
10813.059770599948,5024.614804123424,65.4847194397363
2589.220811936073,1100.5911204976003,54.42429546352719
4987.754310660538,2242.0887342893548,59.3718055047226
6888.556629672638,3147.628596437291,61.71907312566731
5746.189140096261,2603.0598577824803,60.03351203091711
4640.213774072629,2077.266729276934,58.42092125459885
6927.622784602248,3165.809481516,61.734150450515415
3842.0748155970623,1697.7199817985054,56.96974620910436
6199.9233696675565,2818.794072422087,61.17596926242601
5098.491516062448,2295.1217040825454,59.263841698610236
6981.48941778215,3191.9888025691544,61.95587544193154
14675.375883185556,6883.671056812425,68.291903673624
3062.9549766299306,1326.7689245971064,55.678750440074964
5014.249782078011,2255.113048173122,59.05240460453484
6125.412495180902,2783.4957814722834,60.45222602921058
6398.215323473538,2913.633996638996,61.08109039177634
3370.891539368428,1473.3186120119033,55.96072234642236
7945.404721387551,3651.963823389832,62.947421452443336
3096.7527039929937,1342.9159518737729,55.498855048377436
3975.5174600493992,1761.2003770979939,57.34943382158826
5450.032017767309,2462.263646406793,59.81484158788277
9394.497921577895,4344.177873262367,64.21671565941483
2946.2109479990027,1271.0380232611358,55.28182994228263
5575.987034148148,2521.958288817412,60.06982458093768
5305.321270625181,2393.611098259619,59.59882198164678
5445.812294948492,2459.996500842971,59.9210108677143
3780.2448959911926,1668.3052873772447,56.89183074810421
5560.668908518858,2515.0741514646547,59.85186694977767
6743.434808303423,3078.4568115042375,61.37835639846571
2246.319141217539,936.0208009342322,53.32903981136798
4991.613975092505,2244.398366191365,59.11122501210258
4396.613487482409,1960.950451032938,58.22327347416808
8010.923127559961,3683.264308106253,62.87138349022371
3190.2662680614985,1387.0687344576997,55.57036326508188
6630.894420713037,3024.857458339296,61.303134122230006
4653.603157077927,2083.622237427533,58.62977305961749
8248.359305078215,3796.548109231031,63.121018779567294
3220.5839892151907,1401.5239951540884,55.92086589342614
3096.88168343547,1342.863985374,55.325122682228084
7677.500523417294,3524.0336289166153,62.734509848806965
9866.611975565227,4570.93889005917,64.66361248050009
2952.269952633003,1274.0078745172202,55.3809564624421
5103.272605412199,2297.402227740534,59.25254534736439
5048.0110542263365,2271.113884641486,59.08579719271029
9511.776076844528,4400.537804297115,64.6800434030115
4160.784934940663,1849.1664235016829,57.90360464767673
6513.717966025429,2968.8502140912206,61.28103149872118
9719.011831430218,4499.589477888269,64.6663729403287
2889.911682076477,1243.9469959693197,55.12100966572342
6782.557893073081,3096.628824545323,61.62565391743294
7998.366817669537,3677.1208258406505,62.863905253634925
6035.932545466515,2741.3577644930815,60.59469361709944
5981.748344154683,2715.1988437867967,60.512805549832535
5817.555599613115,2637.3951518413705,60.39389409963832
4007.354917934549,1776.2583159936266,57.45578564126993
7381.848813794678,3382.842907347383,62.19525641170577
5609.447040340588,2537.8551476933826,60.05221822779646
5227.0869689675255,2356.223835603967,59.28357714335925
5163.367049478285,2326.0665553546933,59.46294455077782
5754.111651166517,2606.851606510843,60.18422641550251
1911.2705362825845,774.0520513359303,52.4752635814167
4071.961030802809,1806.8081142144335,57.844949154312246
3123.7212554007083,1355.4533307304787,55.44129755283103
