t,M,P,model,gene
123.0,0.38918011335995334,767.26780481679,Repressilator,Gene 3
124.0,0.29078103740626715,661.4211399546687,Repressilator,Gene 3
125.0,0.2183214219358322,568.3153061755875,Repressilator,Gene 3
126.0,0.16504174610095296,487.00899557440675,Repressilator,Gene 3
127.0,0.12590502028409914,416.4259379852097,Repressilator,Gene 3
128.0,0.09718832740111712,355.4497654918289,Repressilator,Gene 3
129.0,0.07616066770546862,302.9861131135664,Repressilator,Gene 3
130.0,0.06083605869281475,258.00098752116975,Repressilator,Gene 3
131.0,0.04978768001780658,219.54247033352456,Repressilator,Gene 3
132.0,0.042009193771760295,186.75107803222946,Repressilator,Gene 3
133.0,0.036812017450783434,158.86268200978256,Repressilator,Gene 3
134.0,0.033751352162729405,135.2067698521708,Repressilator,Gene 3
135.0,0.03257705079326765,115.202004375171,Repressilator,Gene 3
136.0,0.03320654406712177,98.35051159303949,Repressilator,Gene 3
137.0,0.03571724333429202,84.23201771144231,Repressilator,Gene 3
138.0,0.040356735952110506,72.4987336203884,Repressilator,Gene 3
139.0,0.0475708326533267,62.87170409002929,Repressilator,Gene 3
140.0,0.05805155894565234,55.13923919197818,Repressilator,Gene 3
141.0,0.07280913941201915,49.15804951019443,Repressilator,Gene 3
142.0,0.09327374030041069,44.85779931538945,Repressilator,Gene 3
143.0,0.1214340057799799,42.249955093535974,Repressilator,Gene 3
144.0,0.1600196154890331,41.441999675150754,Repressilator,Gene 3
145.0,0.21273281131023689,42.658239516681505,Repressilator,Gene 3
146.0,0.28452664977162634,46.268447627909055,Repressilator,Gene 3
147.0,0.381911453026098,52.8252316910281,Repressilator,Gene 3
148.0,0.513239871396358,63.10990777271851,Repressilator,Gene 3
149.0,0.6888695977862654,78.18411680073342,Repressilator,Gene 3
150.0,0.9210308700728538,99.43930413778418,Repressilator,Gene 3
