t,M,P,model,sim,gene
13,3.2748530497583053,750.4057817151366,Toggle,2,1
14,3.546847390758408,783.3856752757217,Toggle,2,1
15,3.858661952317997,823.9140750626558,Toggle,2,1
16,4.205366803292563,872.5040186136878,Toggle,2,1
17,4.582660678229871,929.3658926815976,Toggle,2,1
18,4.986694122464248,994.4825871258506,Toggle,2,1
19,5.413733304885426,1067.6626620701263,Toggle,2,1
20,5.859761793236358,1148.5690616723853,Toggle,2,1
21,6.320133546295065,1236.7260492816579,Toggle,2,1
22,6.789374741980221,1331.5115853007594,Toggle,2,1
23,7.261193042780656,1432.145081947526,Toggle,2,1
24,7.728701828566167,1537.6807493977867,Toggle,2,1
25,8.184816298387968,1647.014632195531,Toggle,2,1
26,8.622740696598017,1758.9095818839703,Toggle,2,1
27,9.036450775671483,1872.0378084801305,Toggle,2,1
28,9.421085437560736,1985.0365290920574,Toggle,2,1
29,9.773191029943817,2096.5695955793235,Toggle,2,1
30,10.090799353501517,2205.3872201093063,Toggle,2,1
31,10.373354617304459,2310.376940357612,Toggle,2,1
32,10.621527258574613,2410.601157676445,Toggle,2,1
33,10.83696144983566,2505.3191929611885,Toggle,2,1
34,11.022000466577806,2593.994185254106,Toggle,2,1
35,11.179424393423394,2676.2869011252233,Toggle,2,1
36,11.312222468535865,2752.039505518759,Toggle,2,1
37,11.423410985804162,2821.252638953877,Toggle,2,1
38,11.515898836654825,2884.0589324598454,Toggle,2,1
39,11.592396946745637,2940.6955752037525,Toggle,2,1
40,11.655364730005598,2991.477907560888,Toggle,2,1
41,11.706985587167651,3036.7753715674985,Toggle,2,1
42,11.749163717042276,3076.9905921278373,Toggle,2,1
43,11.78353540412264,3112.541902126611,Toggle,2,1
44,11.811489445117996,3143.849318075091,Toggle,2,1
45,11.834192258635257,3171.323742457628,Toggle,2,1
46,11.852614897586497,3195.359022651627,Toggle,2,1
47,11.867559749458055,3216.3264726426587,Toggle,2,1
48,11.879685640994758,3234.5714142814363,Toggle,2,1
49,11.889530667569888,3250.4113446226493,Toggle,2,1
50,11.897532411086539,3264.1353664970634,Toggle,2,1
51,11.904045440960717,3276.0045528907467,Toggle,2,1
52,11.909356236334917,3286.2529797124057,Toggle,2,1
53,11.913695767930507,3295.0892231495986,Toggle,2,1
54,11.917249970886864,3302.6981389446046,Toggle,2,1
55,11.920168379412585,3309.2427866092626,Toggle,2,1
56,11.92257120028982,3314.8664026826136,Toggle,2,1
57,11.924555079903003,3319.6943577466886,Toggle,2,1
58,11.926197761917004,3323.836032863707,Toggle,2,1
59,11.927561860939553,3327.3865925816954,Toggle,2,1
60,11.928697874201394,3330.428623289015,Toggle,2,1
61,11.92964659299363,3333.03364196686,Toggle,2,1
62,11.930441050696697,3335.2634617455446,Toggle,2,1
63,11.931108063676485,3337.1714178131483,Toggle,2,1
64,11.931669457614133,3338.803459693967,Toggle,2,1
65,11.932143050656784,3340.199121997286,Toggle,2,1
66,11.932543435327748,3341.392383198181,Toggle,2,1
67,11.932882601125408,3342.4124172108736,Toggle,2,1
68,11.933170431460889,3343.2842507551823,Toggle,2,1
69,11.933415100342572,3344.029336050093,Toggle,2,1
70,11.933623389777837,3344.6660488453504,Toggle,2,1
71,11.933800945616989,3345.210121895686,Toggle,2,1
72,11.933952482636133,3345.675018667596,Toggle,2,1
73,11.9340819498205,3346.072256857761,Toggle,2,1
74,11.934192661447046,3346.411678865924,Toggle,2,1
75,11.934287412552402,3346.7017075782655,Toggle,2,1
76,11.934368561740639,3346.9495395682584,Toggle,2,1
77,11.934438103160538,3347.161321611785,Toggle,2,1
78,11.934497727249775,3347.3423051130417,Toggle,2,1
79,11.934548870609058,3347.496977372583,Toggle,2,1
80,11.934592756032844,3347.6291723655336,Toggle,2,1
81,11.93463042507399,3347.7421641794394,Toggle,2,1
82,11.934662766145161,3347.8387484727973,Toggle,2,1
83,11.934690538424631,3347.9213135497394,Toggle,2,1
84,11.934714391284452,3347.9918997138398,Toggle,2,1
85,11.934734880518784,3348.052249783619,Toggle,2,1
86,11.934752482118247,3348.103852231618,Toggle,2,1
87,11.93476760399485,3348.147978225942,Toggle,2,1
88,11.934780596053326,3348.185713871145,Toggle,2,1
89,11.93479175854826,3348.2179871608428,Toggle,2,1
90,11.934801349218331,3348.24559100651,Toggle,2,1
91,11.93480958924531,3348.269202494939,Toggle,2,1
92,11.934816668575918,3348.2894001191817,Toggle,2,1
93,11.934822750590703,3348.3066789013023,Toggle,2,1
94,11.934827975583827,3348.321461734166,Toggle,2,1
95,11.934832464334933,3348.3341106789853,Toggle,2,1
96,11.934836320619995,3348.3449352258795,Toggle,2,1
